,Unnamed: 0,file,smiles
1069,9325,10022216,C=1(C(=C(C(=C(C1[H])OC(OC([H])([H])[H])([H])[H])OC([H])([H])[H])[H])[H])C(=O)[H]
1073,9358,20209327,ClC(=O)C1=C(C(S(F)(=O)=O)=C(C(=C1[H])[H])[H])[H]
1078,9394,10010379,C1(=C(C(C(N(C([H])([H])[H])[H])([H])[H])([H])[H])C(C(OC([H])([H])[H])=C(C1([H])[H])[H])([H])[H])[H]
1081,9421,20200583,BrC1=C2C=3C=4C(C(=C2[H])[H])=C(C(=C(C4C(=C(C3C(=C1[H])[H])[H])[H])[H])[H])[H]
1082,9434,20143943,C1(=C(C(=C(C(=C1[H])[H])N(C([H])([H])[H])C(=O)C([H])([H])[H])[H])[H])[H]
1083,9459,20032381,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])C(Br)([H])[H])[H])[H])[H])[H])[H]
1085,9480,40054622,C1(=C(C(=C(C(=C1C(=O)[H])Br)OC([H])([H])[H])[H])OC([H])([H])[H])Br
1086,9482,10015736,C(C(=C(Cl)[H])C([H])([H])[H])([H])([H])[H]
1088,9487,30096250,C1(=C(C2(C(C(C1(C2(Cl)Cl)Cl)(C(=O)O[H])[H])(C(=O)O[H])[H])Cl)Cl)Cl
1089,9491,21110,C1(=C(C(=C(S1)[H])[H])[H])C#CC2=C(C(=C(S2)[H])[H])[H]
1090,9493,10022757,C1(=C(C(=C(C(=C1[H])C(=C(C2=C(C(=NC(=C2[H])[H])[H])[H])[H])[H])[H])[H])C(=C(C3=C(C(=NC(=C3[H])[H])[H])[H])[H])[H])[H]
1091,9494,20208501,FC=1C(=C(C(=C(C1F)[H])[H])C#N)[H]
1092,9498,20143917,C(C(=O)C(C(C([H])([H])[H])(C([H])([H])[H])N(C(=O)C(=C([H])[H])[H])[H])([H])[H])([H])([H])[H]
1093,9501,20104835,C1(C(C(C(C23C1(C(C(C4(C2(C(C(C5(C4(C(C(C5(C(C([H])([H])[H])(C(C(C(C(C([H])([H])[H])(C([H])([H])[H])O[H])(OC([H])([H])[H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])C3([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])=O)(C([H])([H])[H])C([H])([H])[H]
1095,9511,40093877,C1(C(C(C2=C(C1=O)C(=C(C(=C2OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H]
1096,9513,20209172,ClC1=NC2=C(N=C1Cl)C(=C(C(=C2[H])C([H])([H])[H])[H])[H]
1097,9537,20209375,P(OC(=C(C(=O)N(C([H])([H])[H])[H])[H])C([H])([H])[H])(OC([H])([H])[H])(OC([H])([H])[H])=O
1099,9548,10022249,C=1(C(=C(C(=C(C1[H])[H])C(OC(C([H])([H])[H])([H])[H])(OC(C([H])([H])[H])([H])[H])[H])[H])[H])C(P(=O)(OC(C([H])([H])[H])([H])[H])OC(C([H])([H])[H])([H])[H])([H])[H]
1101,9574,20209654,O(C(=O)C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])C([H])([H])[H]
1106,9599,20208358,FC(F)(F)C(OC([H])([H])[H])(O[H])[H]
1107,9604,10021710,C1(=NC(=C(C(=C1[H])[H])C(=C(C(=O)OC(C#N)([H])[H])[H])[H])[H])[H]
1110,9626,10021890,C12=C(C(=C(C(=C1N(C(C=3N2C(=C(C3[H])[H])[H])(C4=C(C(=C(C(=C4[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])[H])[H])[H])[H])[H]
1115,9686,40094646,C=12C(=C(C(=C(C1C(OC2(C3=C(C(=C(C(=C3OC([H])([H])[H])Cl)C([H])([H])[H])Cl)O[H])[H])=O)O[H])[H])O[H])C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H]
1125,9766,20208087,O(C=1C(=C(C(=C(C1N=C=O)[H])[H])[H])[H])C([H])([H])[H]
1126,9776,20208642,O=C(N(C(C(C#N)([H])[H])([H])[H])C(C(C#N)([H])[H])([H])[H])[H]
1127,9792,20175917,O1C(C1([H])[H])(C2(C(C=3OC(C4(C(C(C5(OC(C(C(C2([H])[H])(OC(=O)C([H])([H])[H])[H])=C5[H])=O)[H])([H])[H])(O4)C([H])([H])[H])[H])=C(C3C([H])([H])[H])[H])(OC(C([H])([H])[H])=O)[H])[H])C([H])([H])[H]
1128,9800,10022771,O=S(=O)(C(C(C(C([H])([H])[H])(C(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])C=1C(=C(Br)C(=C(C1Br)[H])[H])[H]
1129,9810,60002034,C=1(C(C(OC(=O)C1[H])([H])C([H])([H])[H])([H])[H])[H]
1134,9858,20208852,BrC1=C(OC([H])([H])[H])C(=C(C(Br)=C1[H])[H])[H]
1137,9879,20168798,O1C(C(C2(C1(C(C2=O)([H])[H])[H])[H])([H])[H])([H])[H]
1138,9885,20097252,C(C(OC(=O)C(N([H])[H])([H])[H])([H])[H])([H])([H])[H]
1139,9886,20207494,ClC=1N(C(=NC1Cl)[H])[H]
1140,9891,20207521,ClC1=NC(=C(C(=C1[H])[H])C(Cl)=O)[H]
1142,9935,10932,C(Cl)(C(Cl)([H])[H])([H])[H]
1144,9949,20208194,FC(F)(C(F)(F)C(OC(=O)C(=C([H])[H])[H])([H])[H])C(F)(F)C(F)(F)[H]
1145,9965,20207446,O(C(=O)C(C(C(=C([H])[H])[H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H]
1147,9985,20198974,C(C(=O)OC(C1(C(C(C(O1)([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])([H])[H]
1149,10010,20209745,BrC(F)(C(Br)([H])[H])[H]
1156,10087,20207992,ClC=1C(=C(Cl)C(=C(C1[N+]([O-])=O)[H])[H])C([H])([H])[H]
1158,10097,20208838,O(C(=O)C(C=1C=2C(C(=C(C1[H])[H])[H])=C(C(=C(C2[H])[H])[H])[H])([H])[H])C([H])([H])[H]
1168,10214,20200604,ClC=1C(OC(C([H])([H])[H])([H])[H])=C(C(=C(C1[H])[H])[H])[H]
1171,10248,10021878,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])C3=NC(C(O3)([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[H]
1172,10256,20201437,S(OC([H])([H])[H])(=O)(=O)[O-]
1173,10294,10008328,C(Cl)(C(C(Cl)(C([H])([H])[H])[H])([H])[H])([H])[H]
1174,10300,20209646,O(C=1C(=C(C(=C(C1OC([H])([H])[H])[H])[H])C(C#N)([H])[H])[H])C([H])([H])[H]
1177,10317,20985,C=1(C(=C(C(=C(C1[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])C#N
1178,10318,10022724,C1(=C(C(=C(C(=C1S(=O)(=O)N2C(C([H])([H])[H])=C(C([H])([H])[H])C3=C2C(=C(C(OC([H])([H])[H])=C3[H])[H])[H])[H])[H])[H])[H])[H]
1179,10331,10022747,[H]OC1=C(C(=C(O[H])C(C(C(=C([H])[H])[H])([H])[H])=C1C(C(=C([H])[H])[H])([H])[H])[H])[H]
1188,10423,20208145,IC=1C2=C(N=C(C(=C2[H])[H])[H])C(O[H])=C(I)C1[H]
1189,10448,20206230,ClC(C1=C([N+]([O-])=O)C(=C(Cl)C(=C1[H])[H])[H])([H])[H]
1194,10465,20206250,FC1(F)C(F)(F)C(F)(C(C1(F)F)([H])[H])[H]
1197,10496,20208653,BrC(C(OC([H])([H])[H])([H])[H])([H])[H]
1198,10503,20172712,O1C2(C3(C(C(C(C(C3(O[H])C([H])([H])[H])(OC(=O)C([H])([H])[H])[H])([H])[H])(O[H])[H])(C(C(C2(C(C1=O)=C([H])[H])[H])(OC(=O)C(C([H])([H])[H])(C([H])([H])[H])[H])[H])([H])[H])C([H])([H])[H])[H])[H]
1200,10523,10021974,C1(=C(C(=C(C(=C1[H])[H])C(=O)C(N(C2=C(C(=C(C(=C2[H])[H])C(=O)OC(C([H])([H])[H])([H])[H])[H])[H])[H])([H])[H])[H])[N+](=O)[O-])[H]
1201,10525,20054742,C=12N(C3=C(C1C(=C(C(=C2[H])[H])[H])[H])C(=C(C(=C3[H])[H])[H])[H])C(=C([H])[H])[H]
1203,10556,10021812,C1(C(C(C(C2=C1C(N(C2([H])[H])C(C(C([H])([H])[H])([H])[H])([H])[H])=O)([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H]
1210,10610,10021574,C(C(=O)SC(C(C(C1=C(C(=C(C(=C1[H])[H])[H])Br)[H])([H])[H])(C(=O)O[H])[H])([H])[H])([H])([H])[H]
1214,10632,30096619,C1(=C(C(=C(C(=C1[H])[H])C=2C(=C(C(=C(C2[H])N([H])[H])O[H])[H])[H])[H])[H])[H]
1219,10735,20200253,N1=C(C([H])([H])[H])C(=C(C(C(=C([H])[H])[H])=C1[H])[H])[H]
1224,10777,20200123,S([O-])(=O)(=O)C=1C(=C(C(=C(C1[H])[H])[H])C(O[H])=O)[H]
1226,10814,20252966,C=12C=3C(C(C(N3)=C(C4=C(C(=C5N4[Mg]N6C(C(=C(C61)C(C2(C(=O)OC([H])([H])[H])[H])=O)C([H])([H])[H])=C(C=7C(=C(C(N7)=C5[H])C([H])([H])[H])C(C([H])([H])[H])([H])[H])[H])C(=C([H])[H])[H])C([H])([H])[H])[H])([H])C([H])([H])[H])([H])C(C(C(=O)OC(C(=C(C(C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H]
1228,10817,20207567,ClS(=O)(=O)C1=C([N+]([O-])=O)C(=C([N+]([O-])=O)C(=C1[H])[H])[H]
1229,10818,20209313,IC1=C(C(Cl)=C(C(=C1[H])[H])C([H])([H])[H])[H]
1231,10830,88819,C(O[H])(C(S(=O)(=O)[O-])([H])[H])([H])[H]
1233,10856,20209891,[O-][N+](=O)C=1C(=NC(=NC1[H])N([H])[H])[H]
1235,10871,20207920,ClC1=NC(=C(C(F)(F)F)C(=C1[H])[H])[H]
1236,10877,10021653,C(#CC(C(C(C=1C(=C(C(=C(C1[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])[H]
1239,10893,20209345,ClC1=C(C(F)=C(F)C(=C1[H])[H])[H]
1241,10915,20208492,O(C(=O)C1(N(C=2C(C1([H])[H])=C(C(=C(C2[H])[H])[H])[H])[H])[H])[H]
1244,10956,20000123,C1(C(=C(C(C(=C1C([H])([H])[H])[H])=O)[H])C([H])([H])[H])=O
1246,11019,20143551,C1(=C(C(=C(C(=C1C(=O)C([H])([H])[H])OC([H])([H])[H])[H])[H])OC([H])([H])[H])[H]
1248,11052,10022457,C=1(C(=C(C(=C(C1[H])[H])S(OC(C(C([H])([H])[H])(C([H])([H])[H])[H])(C(C(C([H])([H])[H])([H])[H])([H])[H])[H])(=O)=O)[H])[H])C([H])([H])[H]
1249,11053,10021697,C1(=C(C(=C(C2=C1C(=C(N2C(=O)C([H])([H])[H])C(Br)([H])[H])C([H])([H])[H])[H])[H])OC([H])([H])[H])[H]
1250,11054,10021885,C1(=C(C(=C(C(=C1[H])[H])C(=O)O[H])[H])F)OC(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
1252,11086,10022708,[H]N1C(=C(C(=C1[H])[H])[H])C(C=2C(=C(C(Cl)=C(C2[H])[H])[H])[H])=O
1254,11094,10010845,C(C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])([H])[H]
1257,11128,30079970,C1(=C(C(=C(C(=C1[H])[H])OC2(C(O[H])(C(C(C(O2)(C(OC(C([H])([H])[H])=O)([H])[H])[H])(O[H])[H])(O[H])[H])[H])[H])O[H])[H])C(OC(C=3C(=C(C(=C(C3[H])[H])O[H])OC([H])([H])[H])[H])=O)([H])[H]
1260,11158,10021863,C1(=C(C(=C(C(=C1[H])[H])C(=C(C2=C(C(=C(C(=C2[H])Br)OC([H])([H])[H])[H])[H])[H])[H])[H])[H])OC([H])([H])[H]
1268,11257,20208124,BrC(C=1C(=C(C(=C(C1[H])[H])[H])C([H])([H])[H])[H])([H])[H]
1271,11292,20208020,ClC=1C(F)=C(C(=C(C1[H])[H])[H])C(=O)[H]
1273,11299,20209702,O(C(=O)C([N+]([H])([H])[H])(C([H])([H])[H])[H])C([H])([H])[H]
1279,11373,10016004,C1(=C(C(=C2C(=C1Br)C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H]
1284,11431,20199064,Cl[Si](Cl)(C(C(C(Cl)([H])[H])([H])[H])([H])[H])C([H])([H])[H]
1285,11447,20097194,C(C1=C(C(=C(C(=C1I)[H])[H])[H])[H])([H])([H])[H]
1287,11471,19874,C1(S(C(C(=C1[H])[H])([H])[H])(=O)=O)([H])[H]
1291,11498,20209429,ClC1=C(C(F)=C(C(=C1[H])[H])C([H])([H])[H])[H]
1297,11551,20205818,ClC1=C(OC([H])([H])[H])C(=C([N+]([O-])=O)C(OC([H])([H])[H])=C1[H])[H]
1300,11561,60005373,C1(C(C(C(C2(C1(C3(C(C(C2([H])[H])([H])[H])(C4(C(C(C3([H])[H])([H])[H])(OC5=C(C4([H])[H])C(=C(C(=C5[H])[H])O[H])[H])C([H])([H])[H])[H])C([H])([H])[H])[H])C([H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H]
1302,11573,20096914,C1(=C(C(=C(C(=C1[H])N([H])[H])S(O[H])(=O)=O)[H])[H])[H]
1303,11575,10021642,C(C(OC(=O)C(=C(Cl)[H])[H])([H])[H])([H])([H])[H]
1306,11592,20200752,O(N([H])[H])C([H])([H])[H]
1315,11681,21947,C=1(OC(=C(C1[H])[H])C(C(C(C(C(C(C(C(C(C(C(C(C(C#CC(C(C(C(=O)O[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H]
1316,11684,10022338,C=1(C(=C(C(=C(C1[H])C([H])([H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])C([H])([H])[H])[H])C([H])([H])[H]
1318,11702,20099226,C1(OC2(C(=C1[H])[H])OC(C(C2([H])[H])([H])[H])(OC([H])([H])[H])[H])=C(C#CC#CC([H])([H])[H])[H]
1319,11707,10021620,C=1(C(=C(C(=C(C1C(=O)N2C(C([H])([H])[H])=C(C([H])([H])[H])C3=C2C(=C(C(=C3[H])[H])[H])[H])[H])[H])[H])[H])[H]
1321,11721,20246933,C(=C(F)[H])(F)OC(F)(F)F
1322,11734,20209764,O(C1=C(C(=C(C(=C1[H])[H])C([H])([H])[H])[H])C([H])([H])[H])C([H])([H])[H]
1323,11746,20209425,BrC(C1=C(Cl)C(=C(C(Cl)=C1[H])[H])[H])([H])[H]
1327,11822,20207546,O(C=1N=C(N=C(C1[H])C([H])([H])[H])N([H])[H])[H]
1329,11826,20179936,C(C=1C(Cl)=C(C(=C(C1F)[H])[H])[H])([H])([H])[H]
1330,11841,20206272,BrC(C1=C(C(Cl)=C(C(=C1[H])[H])[H])[H])([H])[H]
1332,11854,20208805,ClC(C(=O)C1=C(F)C(=C(F)C(=C1[H])[H])[H])([H])[H]
1334,11860,60004197,C(=C(C(C([H])([H])[H])=C(C(C1(C2(C([H])([H])[H])C(C(C(C(C([H])([H])[H])(C([H])([H])[H])C2(C(C(C1(C([H])([H])[H])O[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])[H])[H])([H])[H]
1341,11919,10020566,C=1(C([H])([H])[H])C(=C(C(=C(C1[H])[H])S(OC=2C(=C(C(=C(C2[H])[H])[N+]([O-])=O)[H])[H])(=O)=O)[H])[H]
1351,12004,10021683,C1(=C(C(=C(C(=C1[H])[H])C#CC(=C(C(=O)OC(C([H])([H])[H])([H])[H])[H])C([H])([H])[H])[H])[H])[H]
1358,12033,10021986,C1(C(C(C(=C2C1(C(C(C(C2([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])=O)C([H])([H])[H])[H])=O)([H])[H])([H])[H]
1359,12038,20209390,O(C(=O)C(C(C(C(=O)C([H])([H])[H])([H])[H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H]
1360,12044,20208892,FC1=C([N+]([O-])=O)C(=C(C(=C1[H])[H])C([H])([H])[H])[H]
1362,12067,20200754,BrC(=O)C(C([H])([H])[H])([H])[H]
1369,12132,20200222,O(C(=O)C(C(C(OC([H])([H])[H])=O)([H])[H])(C(=O)C([H])([H])[H])[H])C([H])([H])[H]
1371,12154,20208048,BrC1=C(C(=C(Cl)C(=C1[H])[H])[H])C(=O)[H]
1373,12170,10172,C=1(C(=C(C(=C2C1SC3=C(O2)C(=C(C(=C3[H])[H])[H])[H])[H])[H])[H])[H]
1375,12197,20208850,O1C2=C(OC1([H])[H])C(=C(C([N+]([O-])=O)=C2[H])C(=O)[H])[H]
1376,12201,20200706,O=C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(C(C([H])([H])[H])([H])[H])([H])[H]
1378,12221,20209771,FC(F)(C(OC(=O)C(C([H])([H])[H])=C([H])[H])([H])[H])C(F)(F)[H]
1379,12223,20207880,O(C(=O)C1=C(C2=C(N=C(C(=C2[H])[H])[H])C(=C1[H])[H])[H])C([H])([H])[H]
1382,12286,20096471,C1(=C(C(=C(C(=C1[H])[H])C2=C(C(=C(C(=C2Cl)Cl)[H])[H])Cl)[H])[H])[H]
1387,12323,30080354,C=12C3=C(C(=C(C1C(=C([N+](=C2[H])C(C(=O)[O-])(C(O[H])([H])[H])[H])C([H])([H])[H])[H])[H])[H])C(C(O3)(C(O[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H]
1390,12354,20200718,S(O[H])(=O)(=O)C(C(C(N([H])[H])(C(O[H])=O)[H])([H])[H])([H])[H]
1391,12360,20040789,C1(=C(C(=C(C(=C1C(=O)[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H]
1395,12393,20096848,C(=C(C1=C(C(=C(C(=C1Cl)[H])[H])[H])[H])[H])([H])[H]
1404,12475,20206270,O(C1(C2(C(C3(C(C(C2([H])[H])([H])[H])(C4=C(C(C3(C([H])([H])[H])[H])([H])[H])C(C(=O)C(C4([H])[H])([H])[H])([H])[H])[H])[H])(C(C1([H])[H])([H])[H])[H])C([H])([H])[H])C#C[H])[H]
1406,12482,20208908,N1=NC(=C2C(C(=C(C(=C2[H])[H])C([H])([H])[H])[H])=C1[H])[H]
1407,12486,20209068,ClS(=O)(=O)C=1C2=NON=C2C(Cl)=C(C1[H])[H]
1414,12551,10022212,C1(=C(C(=C(C2=C1C(C(OC(C(C(C(C(C(C2=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])=O)([H])[H])O[H])[H])O[H])Cl
1421,12632,20208162,O(C(C(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])C(=O)C([H])([H])[H]
1426,12674,20208921,O=C=NC=1C(=C(C(=C(C1[H])[H])[H])[H])C([H])([H])[H]
1435,12744,20099977,C12(C(C34C(C(N=C3C5(C1(C(C4([H])[H])([H])[H])C(OC(=O)C([H])([H])[H])([H])[H])C(C(=C6C57C(C(C2([H])[H])([H])[H])(C(C6([H])[H])([H])[H])O7)C(OC([H])([H])[H])=O)([H])[H])([H])[H])(C([H])([H])[H])[H])(O[H])[H])[H]
1438,12765,10022750,[O-][N+](=O)C=1C(N([H])C(=O)C([H])([H])[H])=C(C(N([H])C(=O)C([H])([H])[H])=C([N+]([O-])=O)C1[H])[H]
1441,12797,20037755,C=1(C(=C(C(=C(C1[H])[H])OC([H])([H])[H])[N+](=O)[O-])[H])[N+](=O)[O-]
1442,12798,19789,C1(C(=C(OC(=C1[H])C([H])([H])[H])C([H])([H])[H])[H])=O
1444,12801,10010008,C=1(C(=C(C(=C(C1[H])[H])[N+](=O)[O-])[H])C(=O)OC(C([H])([H])[H])([H])[H])[H]
1448,12834,10009333,C=1(C(=C(C(=C(C1[H])C(=C([H])[H])C([H])([H])[H])[H])[H])[H])[H]
1450,12840,10026153,C1(C2(C(C=3C(=C1[H])C4(C(C(C3[H])([H])[H])(C(C(C4(O[H])[H])([H])[H])(C(C([H])([H])[H])(C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])[H])[H])C([H])([H])[H])C([H])([H])[H])(C(C(C(C2(C([H])([H])[H])C([H])([H])[H])(O[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H]
1452,12854,10008491,BrC(C(C(C(O[H])=O)([H])[H])=O)([H])[H]
1454,12885,20202494,BrC1=C(N(C2(OC(C(O[H])(C2([H])[H])[H])(C(O[H])([H])[H])[H])[H])C(=O)N(C1=O)[H])[H]
1455,12891,30096638,C1(=C(C(=C2C(=C1[H])C(=C(C3=NN=C(N23)[H])[H])[H])[H])[H])[H]
1457,12898,20208077,S1C(=C(C(=C1[H])[H])[H])C(=C([N+]([O-])=O)[H])[H]
1458,12900,40102322,C1(C(C(N(C1(OC(C([H])([H])[H])=O)[H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H]
1459,12904,10022131,C1(N=C(C2(N1C2(C3=C(C(=C(C(=C3[H])[H])[N+](=O)[O-])[H])[H])[H])[H])C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])(C([H])([H])[H])C([H])([H])[H]
1467,12999,10022036,C1(=C(C(=C(C(=C1[H])O[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])O[H])[H])[H])[H]
1468,13003,20208229,Cl[Si](Cl)(Cl)C(C(C#N)([H])[H])([H])[H]
1470,13011,30080360,C=12C3=C(C(=C(C1C(=C([N+](=C2[H])C(C(C(N([H])[H])=O)([H])[H])(C(=O)[O-])[H])C([H])([H])[H])[H])[H])[H])C(C(O3)(C(O[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H]
1471,13013,20200834,ClC(C(OC(Cl)=O)([H])[H])([H])[H]
1472,13018,30000757,C(C(=C(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])([H])([H])[H]
1477,13095,20200177,O=C(N(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])([H])[H]
1478,13101,20208308,ClC1=C(S(OC([H])([H])[H])(=O)=O)C(=C(Cl)C(=C1[H])[H])[H]
1484,13163,10022500,C(SC(=O)C([H])([H])[H])(C(C(O[H])=O)([H])[H])([H])[H]
1485,13187,20209344,O(C(C(=C([H])[H])[H])([H])[H])C(OC([H])([H])[H])=O
1496,13292,9754,N1(N(C1(C([H])([H])[H])C([H])([H])[H])C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])[H]
1504,13435,10021636,C1(C(C(C(N1C(=C(C(OC(C([H])([H])[H])([H])[H])=O)[H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
1506,13449,10027908,C1(=C2OC(OC2=C(C(=C1[H])C(C(C(C(C3=C(C(=C4OC(OC4=C3[H])([H])[H])[H])[H])([H])[H])(C(OC([H])([H])[H])([H])[H])[H])(C(OC([H])([H])[H])([H])[H])[H])([H])[H])[H])([H])[H])[H]
1508,13466,20201426,BrC1=C(C([H])([H])[H])C(=C(C(C([H])([H])[H])=C1[H])[H])[H]
1511,13496,20200293,O=[N+]([O-])C1=C(C=2C(=O)C=3C(C2C(=C1[H])[H])=C(C(=C(C3[H])[H])[H])[H])[H]
1516,13603,20201388,ClC1=C(C(C([H])([H])[H])=C(C([H])([H])[H])C(=C1[H])[H])[H]
1517,13617,10021617,C(C(Br)(C(=O)OC(C(OC(=O)C(C([H])([H])[H])=C([H])[H])([H])[H])([H])[H])[H])([H])([H])[H]
1519,13620,20208056,Cl[Si](Cl)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H]
1521,13626,10022777,C(C1(C(C(OC(C(C#N)=C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])=O)(C(C(C([H])([H])[H])(C([H])([H])[H])[H])(C(C1([H])[H])([H])[H])[H])[H])([H])[H])[H])([H])([H])[H]
1524,13652,20201463,ClC(C(C(C(Cl)=O)([H])[H])([H])[H])([H])[H]
1525,13654,10021661,C1(=C(C(=C(C2=C1C3=C(C(C(C2([H])[H])([H])[H])([H])[H])C(N(C3=O)C(C(OC([H])([H])[H])([H])[H])([H])[H])=O)[H])[H])[H])[H]
1528,13706,21744,C=1(C#CC=2SC(=C(C2[H])[H])OC([H])([H])[H])SC(=C(C1[H])[H])[N+](=O)[O-]
1530,13716,20123160,C1(OC([H])([H])[H])=C(C([H])([H])[H])C(C2=C(C1=O)C(N(C(=C2[H])[H])C(=O)[H])(C(OC(=O)C([H])([H])[H])([H])[H])[H])=O
1531,13740,21326,C(OC(OC([H])([H])[H])(OC([H])([H])[H])OC([H])([H])[H])(C(=C([H])[H])[H])([H])[H]
1540,13890,20171824,N12C=3C(C4(C(C(N5C16C4(C(C(C6(C(=C(C5([H])[H])[H])[H])C(C2=O)([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])[H])=C(C(=C(C3[H])OC([H])([H])[H])[H])[H]
1541,13911,20145805,C=1(C(=C(N=C(C1Br)[H])[H])Br)[H]
1545,13931,10022250,C=1(N2C3=C(C1[H])C(=C(C(=[N+]3C(=C(C2=O)C([H])([H])[H])[O-])[H])[H])[H])[H]
1552,14007,10021813,C(C(C(OC1=C(C(=C(OC(C(C([H])([H])[H])([H])[H])([H])[H])C(=C1[H])C#CC=2C(=C(OC(C(C([H])([H])[H])([H])[H])([H])[H])C(=C(C2OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])([H])[H]
1553,14057,10021790,C1(C(C(=NN=C(C1([H])[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])([H])[H])([H])[H]
1558,14111,8407,C(C(OC(=C([H])[H])[H])=O)([H])([H])[H]
1559,14118,10026027,C1(=C(C(=C(C(=C1[H])[H])C(=C(C(=O)OC(C(O[H])(C(=O)O[H])[H])(C(=O)O[H])[H])[H])[H])[H])O[H])O[H]
1562,14133,20200167,S([O-])(=O)(=O)C=1C(=C(C(=C(C1[H])[H])[H])[H])C(=O)[H]
1565,14154,30095864,C1(=C(C(=C(C(=C1Cl)Cl)[H])Cl)[N+]([O-])=O)[H]
1572,14215,20033097,C1(=C(C(=C(C(=C1[H])I)Cl)[H])[H])[H]
1581,14271,30096990,C=1(C(=C(SC1Br)Br)[H])[H]
