,Unnamed: 0,file,smiles
550,4744,30081085,C1(C(C2(C3(C(C1(C([H])([H])[H])[H])(C(C(C(C3([H])[H])([H])[H])(O[H])[H])(C(C([H])([H])[H])=O)[H])C([H])([H])[H])O2)[H])(O[H])[H])([H])[H]
551,4759,10022418,C=1(C(=C(C(=C(C1[H])[H])C(=O)OC(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])([H])[H])[H])[H])[N+](=O)[O-]
552,4769,10021981,C1(=C(C(=C(C(=C1C#N)[H])C([H])([H])[H])C#N)[H])C([H])([H])[H]
553,4772,20208933,O1C(C(C(C1([H])[H])([H])[H])([H])[H])(C(OC(=O)C(=C([H])[H])[H])([H])[H])[H]
554,4783,20200277,ClC1=NC(=NC=2N(C(=NC12)[H])[H])[H]
555,4788,10024495,C(Br)(Br)(C(Br)([H])[H])[H]
565,4864,20096467,C1(=C(C(=C(C(=C1C2=C(C(=C(C(=C2Cl)[H])Cl)Cl)[H])Cl)Cl)Cl)[H])[H]
569,4893,20040379,C1(=C(C(=C(C(=C1C(Cl)([H])[H])[H])[H])Cl)Cl)[H]
574,4932,20102217,C1(C([N+]2(C3(C(C(C2([H])[H])([H])[H])([H])[H])C(C(C(C(C3(C1([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H].[Cl-]
583,4982,20172243,C1(C2(C(=C(C(C1(C2(I)[H])[H])(Br)[H])[H])[H])[H])(I)[H]
590,5036,30096246,ClC(Cl)(C(C([H])([H])[H])(O[H])C([H])([H])[H])Cl
592,5047,10015829,C(=C(Cl)[H])([H])[H]
593,5052,20206251,O=C(C1=C2C(=C3C(=C(C2=C(C(=C1[H])[H])[H])[H])C(=C(C(=C3[H])[H])[H])[H])[H])C#N
598,5102,20208916,N1(C(C(C([H])([H])[H])([H])[H])([H])[H])C(=[N+](C(=C1[H])[H])C([H])([H])[H])[H]
599,5109,20000360,C=1(C(=C(C(=C(C1[H])C(=O)OC([H])([H])[H])[H])[H])[N+](=O)[O-])[H]
601,5133,22167,C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(OC(C(=C(C2(OC2(C(OC(=O)C=3C(=C(C(=C(C3[H])[H])[H])[H])[H])([H])[H])C(OC(=O)C([H])([H])[H])([H])[H])[H])[H])[H])([H])[H])=O
607,5177,77175,C1(OC1(C(Br)([H])[H])[H])([H])[H]
608,5179,20181848,C(#CC(Br)([H])[H])[H]
613,5210,20037761,C=1(C(=C(C(=C(C1[H])Cl)[N+](=O)[O-])[H])[H])Cl
614,5225,10022034,C=1(SC(=C(N1)[H])[H])C(=C(C2=C(N=C(S2)N(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H]
615,5231,10016719,C(OS(OC([H])([H])[H])(=O)=O)([H])([H])[H]
616,5237,10021625,C(C(C([H])([H])[H])(C([H])([H])[H])C1=C(C(=C(C(=C1[H])[H])C2=NN=C(C3=C(C(=C(C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])C(=C3[H])[H])[H])[H])O2)[H])[H])([H])([H])[H]
617,5264,20052960,C(OC(=O)Cl)([H])([H])[H]
619,5283,20206192,ClC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])[H]
620,5301,10022122,C1(C(C(C(OC1([H])[H])(Br)[H])(OC(=O)C([H])([H])[H])[H])(OC(=O)C([H])([H])[H])[H])(OC(=O)C([H])([H])[H])[H]
622,5304,20207426,ClC1=C(C(=C(Cl)C(=C1[H])[H])[H])C(=O)C([H])([H])[H]
628,5343,20209031,O(C(=O)C12C3(C(C(C1([H])[H])(C(C(C2([H])[H])(C3([H])[H])[H])([H])[H])[H])([H])[H])[H])[H]
635,5398,20209866,[O-][N+](=O)C1=C(C(=C(C(=C1[H])[H])C#N)[H])C([H])([H])[H]
639,5444,20206245,BrC=1C(=C(Br)SC1Br)C([H])([H])[H]
646,5507,10017393,C(C(OC(Cl)([H])[H])([H])[H])([H])([H])[H]
647,5509,60015778,C1(=C(C(=C(C(=C1C(C(C(O[H])([H])[H])(C2=C(C(=C(C(=C2[H])OC([H])([H])[H])O[H])OC([H])([H])[H])[H])[H])(OC(C([H])([H])[H])([H])[H])[H])[H])[H])O[H])OC([H])([H])[H])[H]
649,5534,20207473,O=C(C1=C(C(=C(C(=C1[H])C([H])([H])[H])C([H])([H])[H])[H])C([H])([H])[H])[H]
650,5535,20180944,C(Br)(C(F)([H])[H])([H])[H]
651,5538,20208357,O(C(=O)C(N([H])[H])(C(C=1N(C(=NC1[H])[H])[H])([H])[H])[H])C([H])([H])[H]
660,5668,10021604,C(C=1C2=C(N(C(=O)C([H])([H])[H])C1[H])C(=C(C(=C2[H])[H])[H])[H])([H])([H])[H]
661,5694,20176005,O1C(C(C2(C(C1(C(C(=C(C(=C(C(C(C(OC(C(=C(C2([H])[H])[H])[H])=O)(C(C(C(C([H])([H])[H])=C(C(=C(C(=C(C3=C(OC(=N3)C([H])([H])[H])[H])[H])C([H])([H])[H])[H])[H])[H])(O[H])[H])(C([H])([H])[H])[H])[H])([H])[H])(O[H])[H])C([H])([H])[H])[H])[H])[H])(C([H])([H])[H])[H])[H])([H])[H])[H])([H])[H])=O
662,5700,20207412,ClC(C(C(C(OC(=O)C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
669,5770,20209781,C=12C(=C(C=3C(C1[H])=C(C(=C(C3[H])[H])[H])[H])[H])C(=C(C(=C2[H])C(C([H])([H])[H])([H])[H])[H])[H]
673,5820,10021985,C1(=C(C(=C(C(=C1[H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H])[H])[H]
674,5836,20209215,BrC1=C(C(=C(C(Br)=C1[H])[H])[H])C([H])([H])[H]
677,5867,20208840,O=C(C=1C=2C(C=3C(C1[H])=C(C(=C(C3[H])[H])[H])[H])=C(C(=C(C2[H])[H])[H])[H])C([H])([H])[H]
679,5887,20200721,N(C(C#N)([H])[H])(C(C#N)([H])[H])[H]
682,5931,20208814,ClC1=C(OC([H])([H])[H])C(=C(C([N+]([O-])=O)=C1[H])[H])[H]
686,5964,20200880,O(C(=O)C(N(C(=O)C(N([H])[H])([H])[H])[H])(C(C=1C=2C(N(C1[H])[H])=C(C(=C(C2[H])[H])[H])[H])([H])[H])[H])[H]
687,5983,10021619,C(Br)(C#CC(Br)([H])[H])([H])[H]
690,6000,20209398,S1C=2C(N=C1C(C#N)([H])[H])=C(C(=C(C2[H])[H])[H])[H]
694,6055,19873,C(S(C(C#N)([H])[H])(=O)=O)([H])([H])[H]
698,6128,20199022,O(C(=O)C(=C(C([H])([H])[H])[H])[H])C(=C([H])[H])[H]
702,6228,20208791,BrC(C1(OC(C(C1([H])[H])([H])[H])([H])[H])[H])([H])[H]
703,6245,20207349,BrC(C(C(F)(F)C(F)(F)[H])([H])[H])([H])[H]
704,6266,20208846,BrC(C(Br)(C(F)(F)F)[H])([H])[H]
706,6297,11135,C(C(Cl)([H])[H])(C(Cl)([H])[H])(C(Cl)([H])[H])C(Cl)([H])[H]
709,6304,20209228,O=C(N(C1=C(C(=C(C(=C1C([H])([H])[H])[H])[H])[H])[H])C([H])([H])[H])[H]
710,6306,10022745,C(C(OC(=O)C(C=1N=C(N2C(=C(C(=C2[H])[H])[H])[H])SC1[H])([H])[H])([H])[H])([H])([H])[H]
711,6319,20208381,N1=C(C(=NC(=C1C([H])([H])[H])[H])C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H]
723,6428,20208034,N1(C=2C(N=C1C([H])([H])[H])=C(C(=C(C2[H])[H])[H])[H])C(C([H])([H])[H])([H])[H]
726,6447,10021616,C(C(C([H])([H])[H])(C([H])([H])[H])C1=C(C(=C(C(=C1[H])[H])C2=NN=C(C3=C(C(=C(OC([H])([H])[H])C(=C3[H])[H])[H])[H])O2)[H])[H])([H])([H])[H]
727,6448,10021804,C1(=C(C(=C(C(=C1[H])[H])OC(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])[H])C(=O)[H]
728,6458,20096909,C(C(C(C(=O)OC(C(=C([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
731,6496,20207906,O(C(=O)C(N1C(=NC(=C1[H])[H])[H])([H])[H])[H]
734,6547,10021671,C1(=C(C(=C(C(=C1[H])[H])C(C(C2=C(C(=C(C(=C2[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])([H])[H])([H])[H])[H])OC([H])([H])[H])OC([H])([H])[H]
736,6558,20200674,O(C(C([H])([H])[H])([H])[H])C1=C(OC(C([H])([H])[H])([H])[H])C(=C(C(C(=O)[H])=C1[H])[H])[H]
743,6620,20200701,O1C(=O)C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C1=O)([H])[H])[H]
744,6632,20068565,C1(=C(C(=C(C2=C1N=C(S2)[H])[H])OC([H])([H])[H])[H])[H]
746,6634,20209822,[O-][N+](=O)C=1C2=C(C(=C(C1[H])[H])[H])C(=NC(=C2[H])[H])[H]
752,6660,20209338,S1C=2C(C(=C1C(=O)C([H])([H])[H])[H])=C(C(=C(C2[H])[H])[H])[H]
753,6670,20207467,O(C(=O)C(C(C(C([H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])C(C([H])([H])[H])([H])[H]
754,6672,20207954,O=C1C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])(C=2C(C(C(C(C2[H])([H])[H])([H])[H])([H])[H])([H])[H])[H]
757,6698,30080730,C=1(C(=C(C(=C(C1[H])[H])OC2(C(C(C(C(O2)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(OC3(C(C(C(O3)([H])[H])(O[H])C(OC(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])=O)([H])[H])(O[H])[H])[H])[H])[H])[H])[H])C(C(O[H])([H])[H])([H])[H]
763,6768,20200595,ClC(=O)C(C(C(C(C(OC([H])([H])[H])=O)([H])[H])([H])[H])([H])[H])([H])[H]
764,6780,10016837,C(C(=O)OC(C([H])([H])[H])([H])[H])(Cl)([H])[H]
765,6811,20200101,O(C1(N(C=2C(C(=C1[H])[H])=C(C(=C(C2[H])[H])[H])[H])C(=O)OC(C([H])([H])[H])([H])[H])[H])C(C([H])([H])[H])([H])[H]
770,6847,20208428,O(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])(C([H])([H])[H])[H])C(=O)C([H])([H])[H]
796,7115,20208524,ClC(C(C(C(C(C(C#CC(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
798,7147,10021597,C1(=O)C(=O)C2=C1C(C3=C(C2([H])[H])C(C(=C(C3([H])[H])[H])[H])([H])[H])([H])[H]
801,7172,20123560,C(=O)(O[H])C(C(I)([H])[H])([H])[H]
804,7188,20095111,C1(C(C(C(C2(C1(C3(C(C(C2([H])[H])([H])[H])(C(C(C(C3([H])[H])([H])[H])(C([H])([H])[H])C(=C([H])[H])[H])([H])[H])[H])C([H])([H])[H])[H])O[H])(C(O[H])=O)C([H])([H])[H])([H])[H])([H])[H])([H])[H]
805,7190,10021773,C1(=C(C(=C2C(=C1[H])OC(C(OC(C(OC(C(OC(C(OC=3C(C(=C2[H])[H])=C(C(=C(C3[H])C([H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])C([H])([H])[H]
808,7199,20209063,BrC=1C=2C=3C(C(C(C3C(=C(C2[H])[H])[H])([H])[H])([H])[H])=C(C1[H])[H]
809,7204,10021810,C1(=C(C(=C(C(=C1OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
810,7209,20106330,C1(=C(C(=C2C(=C1[H])C(C3=C(N2C([H])([H])[H])C4=C(C(=C3O[H])[H])OC(C4([H])[H])(C(C([H])([H])[H])(C(O[H])([H])[H])OC5(OC(C(C(O[H])(C5(O[H])[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])[H])[H])=O)[H])[H])[H]
811,7215,20123555,C(C1(C([H])([H])[H])OC(=O)N(C1=O)[H])([H])([H])[H]
818,7294,20096882,C(C(C(C(C(C(=O)OC(C(=C([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
823,7308,10021778,C1(=C(C(=NC(=C1OC([H])([H])[H])C([H])([H])[H])[H])[H])OC([H])([H])[H]
824,7309,20208451,S1C=2C=3C(C(=C(C2N=C1C([H])([H])[H])[H])[H])=C(C(=C(C3[H])[H])[H])[H]
829,7362,20208433,BrC1=C(C(=C([N+]([O-])=O)C(=C1[H])[H])[H])C(OC([H])([H])[H])=O
830,7363,20171110,C12(C(C(=C(C(C1([H])[H])(C2([H])[H])[H])[H])[H])(Br)[H])[H]
833,7400,10021675,C1(=C(C(=C(C2=C1C(S(C2([H])[H])(=O)=O)([H])[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H]
838,7428,20207537,FC(F)(OC=1C(=C([N+]([O-])=O)C(=C(C1[H])[H])[H])[H])[H]
841,7432,10022162,C1(=C(C(=C(C(=C1[H])[H])C(=O)[H])[H])Br)C(=O)[H]
842,7450,20209156,BrC1=C(C=2OC(C(OC2C(=C1[H])[H])([H])[H])([H])[H])[H]
857,7587,20225829,C1(=C2C(=C(C(C1=O)=O)C([H])([H])[H])C(=C(C3(C2=C(C(C4(C3(C(C(C5(C4(C(C(C(C5([H])[H])([H])[H])(C(=O)O[H])C([H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])C([H])([H])[H])([H])[H])[H])C([H])([H])[H])[H])[H])[H]
864,7618,10021871,C(C#CC(=O)[H])([H])([H])[H]
866,7628,20209058,O=C(C1=C(N(C(=C1[H])[H])C([H])([H])[H])[H])C([H])([H])[H]
869,7639,10342,C=1(C(=C(N=C(C1[H])OC(C([H])([H])[H])([H])[H])[H])[H])[H]
870,7655,10021711,C1(=C(C(=C(C(=C1[H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])C(=C(C3=C(C(=C(C(=C3[H])[H])C#N)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
871,7679,20206273,O(C(C(=O)C(C(OC([H])([H])[H])=O)([H])[H])([H])[H])C([H])([H])[H]
873,7693,20200681,BrC1=C(C(=C(OC([H])([H])[H])C(=C1[H])[H])C(=O)[H])[H]
876,7707,10022507,C1(=C(C(=C(C(=C1OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])C(=C(C=2C(=C(C(=C(C2[H])[H])C([H])([H])[H])[H])[H])[H])[H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H]
878,7735,10021874,C=12C(C(C(C(C(C(C1[Se][N+](=N2)C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
880,7740,20209503,O(C(C([H])([H])[H])([H])[H])C(=O)N(O[H])[H]
882,7748,20200707,O(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=O)C1=C(N=C(C(=C1[H])[H])[H])[H]
883,7754,20208342,ClC(C1=C(C([N+]([O-])=O)=C(C(=C1[H])[H])C([H])([H])[H])[H])([H])[H]
884,7759,20200250,ClC1=C(C(=C(C(=C1Cl)[H])[H])C2=C(C(=C(C(=C2Cl)[H])[H])[H])[H])[H]
885,7777,10021899,C1(=C(C(=C(C(=C1C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C(O[H])([H])[H])Cl)[H])[H])[H])[H]
886,7785,10021826,C1(=C(C(=C(C(=C1[H])[H])C([H])([H])[H])[H])[H])S(OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(=O)=O
888,7792,10018721,C1(=C(C(=C(C(=C1[H])Cl)[H])[H])[H])C(=O)C([H])([H])[H]
889,7797,20209518,BrC(C(C(C(C(C(OC(C([H])([H])[H])([H])[H])=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
890,7804,21660,C=1(N2C(=NC(C1[H])=O)SC(=N2)Br)C([H])([H])[H]
896,7848,30080359,C=12C3=C(C(=C(C1C(=C([N+](=C2[H])C(C(C=4C(=C(C(=C(C4[H])[H])O[H])[H])[H])([H])[H])(C(=O)[O-])[H])C([H])([H])[H])[H])[H])[H])C(C(O3)(C(O[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H]
897,7862,10022544,C=1(C(=C(C(=C(C1C(=O)[H])C([H])([H])[H])[H])[H])[H])OC([H])([H])[H]
899,7892,20209549,O(C1(C(C(C(C(C1([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])C(=O)[H]
901,7908,20200296,C(C(C([H])([H])[H])([H])[H])(C(=C(C(C([H])([H])[H])([H])[H])[H])[H])([H])[H]
903,7939,30079215,C(N([H])[H])(C(C(C(C(N(C(=O)OC(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C(N([H])[H])=O)[H]
907,7958,20050434,C(=O)(Cl)C(=C([H])[H])C([H])([H])[H]
908,7981,20200803,C(C(C(C(C([H])([H])[H])=C([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])([H])[H]
909,7983,20091371,C1(C(C(C(C2(C1(C(C(C3(C2(C(C(C4(C3(C(C(C5(C4(C(C(C5([H])[H])([H])[H])(C(C([H])([H])O[H])=C([H])[H])[H])[H])C(=O)O[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])(O[H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])=O)(C([H])([H])[H])C([H])([H])[H]
910,7990,40072630,C1(C(C(C(N1C(OC(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])=O)=O)([H])[H])([H])[H])=O
915,8005,20209051,O=C1N=C(N(C=2C1=C(C(=C(C2[H])[H])[H])[H])[H])C([H])([H])[H]
918,8034,10027666,C(C12C(C3(C(C1(C2(C3([H])[H])[H])[H])([H])[H])[H])(C([H])([H])[H])C(C(=C(C(C([H])([H])[H])(O[H])C(O[H])([H])[H])[H])[H])([H])[H])([H])([H])[H]
920,8041,20207459,FC(F)(F)OC=1C(=C(C(=C(C1[H])[H])[H])C#N)[H]
921,8050,60001987,C1(=C(C(=C(C(=C1[H])C(C(C(=O)[H])([H])[H])(C(C(OC([H])([H])[H])=O)(C(OC([H])([H])[H])=O)[H])[H])[H])[H])[H])[H]
923,8079,10022012,C1(=C(C(=C(C(=C1[H])OC([H])([H])[H])C2(C(C(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])OC([H])([H])[H])[H])[H]
925,8102,20068932,C1(=NC(=C(C2=C1C(C3=C2C(=C(N=C3[H])[H])[H])(O[H])C=4C(=C(C(=NC4[H])[H])[H])C5=C(C(=NC(=C5[H])[H])[H])[H])[H])[H])[H]
926,8112,60004995,C(C(=C([H])[H])[H])(OC(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])=O
927,8118,10025816,C1(=C(C(=C(C(=C1[H])C(OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])[H])([H])[H])=O)C(OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])[H])([H])[H])=O)[H])[H])[H]
928,8119,10021608,C(=C(C(N1C(C2=C(C1=O)C3=C(OC2([H])[H])C(=C(C(=C3[H])[H])[H])[H])([H])[H])([H])[H])[H])([H])[H]
933,8174,10021737,C1(=[N+](C(=C(C(N1C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])=O)C([H])([H])[H])[O-])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])SC(C([H])([H])[H])([H])[H]
940,8204,10022741,C(C(C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])C(C(OC(C([H])([H])[H])([H])[H])=O)(C#N)[H])([H])([H])[H]
942,8231,20182484,C(C1=C(F)C(=C(C(Cl)=C1[H])[H])[H])([H])([H])[H]
948,8281,10022085,C1(=C(C(=C(C2=C1OC(=C(C2=O)C3=C(SC(=C3[H])[H])[H])[H])[H])[H])O[H])C([H])([H])[H]
949,8287,20209041,S=C=NC=1C(=C(C(=C(C1[H])[H])[H])C(F)(F)F)[H]
954,8325,20208773,O=C(N(C([H])([H])[H])C(=C([H])[H])[H])C([H])([H])[H]
963,8401,20207497,ClC=1C(OC([H])([H])[H])=C(OC([H])([H])[H])C(=C(C1[H])[H])[H]
967,8448,20040725,C1(=C(C(=C(C(=C1C(O[H])=O)C(=O)O[H])[H])[H])[N+](=O)[O-])[H]
975,8522,20207484,ClC(C(C(C(C#C[H])([H])[H])([H])[H])([H])[H])([H])[H]
976,8527,10021884,C1(=C(C(=C(C2=C1C(C(N2S(=O)(=O)C([H])([H])[H])([H])[H])([H])[H])[H])[H])C(=O)C3=C(C(=C(C(=C3[H])[H])Cl)[H])[H])[H]
981,8565,20209700,S(OC(C(C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([O-])(=O)=O
982,8567,20200230,O(C(=O)C=1C(=C(C(=NC1[H])C(OC(C([H])([H])[H])([H])[H])=O)[H])[H])C(C([H])([H])[H])([H])[H]
983,8572,20200159,O(C=1C=2C(C(OC(=O)C([H])([H])[H])=C(C1C([H])([H])[H])[H])=C(C(=C(C2[H])[H])[H])[H])C(=O)C([H])([H])[H]
985,8583,10021992,C1(=C(C(=C(C(=C1[H])C(=O)OC([H])([H])[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])C(=O)OC([H])([H])[H])[H])[H])[H]
990,8619,20097653,C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(OS(=O)(=O)[O-])([H])[H]
996,8653,20209836,O(C(=O)C(C=1C(=C(C(=C(C1[H])[H])[H])C([H])([H])[H])[H])([H])[H])C(C([H])([H])[H])([H])[H]
1001,8740,20200914,C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])(C(C(C([H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H]
1002,8747,60005291,C1(=C(C2(C(C(C(C3(C(=O)C(=C1O3)[H])C([H])([H])[H])([H])[H])(OC(=O)C(=C(C([H])([H])[H])[H])C([H])([H])[H])[H])(C(=C([H])[H])C(=O)O2)[H])[H])[H])C([H])([H])[H]
1005,8794,10021635,C(#N)C(C(C(OC=1C(=C(C(OC(C(C(C#N)([H])[H])([H])[H])([H])[H])=C(C1[H])[H])[H])[H])([H])[H])([H])[H])([H])[H]
1009,8815,20093241,C=1(C(=C(C(=C(C1C2(C3(C4=C(O2)C(=C(OC4=O)C(=C(C=5C(=C(C(=C(C5[H])[H])O[H])OC([H])([H])[H])[H])[H])[H])[H])C(C(=C(O3)C([H])([H])[H])[H])=O)[H])[H])[H])O[H])O[H])[H]
1014,8858,10016016,C1(=C(C(=C2C(=C1F)C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H]
1016,8866,10015782,C1(C(=C(C(C1([H])[H])([H])[H])[H])[H])=O
1018,8869,30079975,C1(=C2OC3(C4(C2=C(C(=C1[H])[H])C(N(C(C4([H])[H])([H])[H])[H])([H])[H])C(=C(C(C3([H])[H])(OC(=O)C(C(O[H])(C([H])([H])[H])[H])([H])[H])[H])[H])[H])[H])OC([H])([H])[H]
1025,8910,20172564,O1C2(C(=C(C1=O)C(C(C(C(C=3OC(C4(C(C2([H])[H])(O4)C([H])([H])[H])[H])=C(C3C([H])([H])[H])[H])(OC(C([H])([H])[H])=O)[H])(C(=C([H])[H])C([H])([H])[H])[H])([H])[H])(OC(=O)C([H])([H])[H])[H])[H])[H]
1028,8926,20206214,ClC(C=1C(F)=C(C(=C(C1[H])[H])[H])[H])([H])[H]
1029,8930,20209728,ClC=1C(=C(F)C(=C(C1[H])[H])[H])C(Cl)([H])[H]
1030,8933,20213404,C1(C2(C(C3(C(C(O1)(C2([H])[H])[H])(OC(O3)(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])[H])OC(=O)C([H])([H])[H])=O
1034,8997,10021814,C(C(C(OC=1C(=C(C#C[H])C(OC(C(C([H])([H])[H])([H])[H])([H])[H])=C(C1[H])[H])[H])([H])[H])([H])[H])([H])([H])[H]
1035,9019,30079996,C=1(C2(C(C(OC1[H])(OC3(C(O[H])(C(O[H])(C(C(O3)(C(O[H])([H])[H])[H])(O[H])[H])[H])[H])[H])[H])(C(C(C2([H])[H])(O[H])[H])=C([H])[H])[H])[H])C(=O)[H]
1036,9025,20096486,C(=C([H])[H])(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])C([H])([H])[H]
1037,9037,20209693,O1C(C1([H])[H])(C(OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])[H])([H])[H])[H]
1040,9062,20207881,O(C(C(C(C(C(C(C(C(=C([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=O)C([H])([H])[H]
1041,9064,20200286,ClC(OC(C(=C([H])[H])[H])([H])[H])=O
1043,9071,21111,C=1(SC(=C(C1[H])[H])[H])C(C(C2=C(C(=C(S2)[H])[H])[H])=O)=O
1046,9097,10021864,C1(=C(C(=C(C(=C1[H])C2=C(C(N(C2=O)C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H]
1048,9113,20207427,O(C(C(OC(=O)C(=C([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H]
1052,9131,20208289,FC=1C(=C(C(F)=C(F)C1[H])[H])C#N
1059,9187,20209493,ClC=1C(=C([N+]([O-])=O)C(=C(C1[H])[H])[H])C(=O)[H]
1061,9205,20209289,O(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])C(O[H])(C(OC(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])=O)[H]
1063,9212,10021803,C1(=C(C(=C(C(=C1[H])[H])OC(C(=O)OC(C([H])([H])[H])([H])[H])([H])[H])[H])[H])C(=O)[H]
1064,9226,20200091,O=[N+]([O-])C1=C(C([H])([H])[H])C(C([H])([H])[H])=C(C([N+](=O)[O-])=C1[H])[H]
1065,9254,10022025,C1(=C(C(=C(C(=C1[H])[H])C(=C(C(=O)O[H])[H])C([H])([H])[H])[H])[H])F
1068,9302,10021694,C12=C(C3(C(=C(C1(C4=C3C(=C(C(=C4[H])[H])[H])[H])[H])[H])[H])[H])C(=C(C(=C2[H])[H])[H])[H]
