,Unnamed: 0,id,SMILES_x,SMILES_y,smiles
90,90,4137,[H]Oc1c([H])c([H])c2c(c1O[H])C(=O)c1c([H])c([H])c([H])c([H])c1C2=O,[H]Oc1c([H])c([H])c2c(c1O[H])C(=O)c1c([H])c([H])c([H])c([H])c1C2=O,[H]Oc1c([H])c([H])c2c(c1O[H])C(=O)c1c([H])c([H])c([H])c([H])c1C2=O
156,156,4257,[H]OC1([H])C([H])([H])C2([H])C([H])(C3([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])C1([H])C([H])([H])[H])C2(C([H])([H])[H])C([H])([H])[H],[H]OC1([H])C([H])([H])C2([H])C([H])(C3([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])C1([H])C([H])([H])[H])C2(C([H])([H])[H])C([H])([H])[H],[H]OC1([H])C([H])([H])C2([H])C([H])(C3([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])C1([H])C([H])([H])[H])C2(C([H])([H])[H])C([H])([H])[H]
203,203,4320,[H]OC1(C(=O)OC([H])([H])[H])OC2([H])C([H])([H])C13C(=C([H])C(=O)C3([H])C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])OC(=O)C21O[H],[H]OC1(C(=O)OC([H])([H])[H])OC2([H])C([H])([H])C13C(=C([H])C(=O)C3([H])C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])OC(=O)C21O[H],[H]OC1(C(=O)OC([H])([H])[H])OC2([H])C([H])([H])C13C(=C([H])C(=O)C3([H])C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])OC(=O)C21O[H]
234,234,4366,[H]c1nc2c3c(n(C([H])([H])[H])c([H])c3c1[H])C(=O)C(N([H])[H])=C2Cl,[H]c1nc2c3c(n(C([H])([H])[H])c([H])c3c1[H])C(=O)C(N([H])[H])=C2Cl,[H]c1nc2c3c(n(C([H])([H])[H])c([H])c3c1[H])C(=O)C(N([H])[H])=C2Cl
247,247,4386,[H]OC12OC(=O)C(C([H])([H])[H])=C1C([H])([H])C1(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])(OC(=O)C([H])=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])OC31C2([H])[H],[H]OC12OC(=O)C(C([H])([H])[H])=C1C([H])([H])C1(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])(OC(=O)C([H])=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])OC31C2([H])[H],[H]OC12OC(=O)C(C([H])([H])[H])=C1C([H])([H])C1(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])(OC(=O)C([H])=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])OC31C2([H])[H]
263,263,4413,[H]Oc1c([H])c(O[H])c(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c2c1C(=O)c1c(O[H])c([H])c(C([H])([H])[H])c(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c1C2([H])O[H],[H]Oc1c([H])c(O[H])c(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c2c1C(=O)c1c(O[H])c([H])c(C([H])([H])[H])c(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c1C2([H])O[H],[H]Oc1c([H])c(O[H])c(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c2c1C(=O)c1c(O[H])c([H])c(C([H])([H])[H])c(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c1C2([H])O[H]
282,282,4448,[H]Oc1c2c(c3c(C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(=O)oc3c1C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])=C2[H],[H]Oc1c2c(c3c(C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(=O)oc3c1C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])=C2[H],[H]Oc1c2c(c3c(C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(=O)oc3c1C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])=C2[H]
337,337,4550,[H]c1nc(Cl)c(C(=O)OC([H])([H])C([H])([H])[H])nc1[H],[H]c1nc(Cl)c(C(=O)OC([H])([H])C([H])([H])[H])nc1[H],[H]c1nc(Cl)c(C(=O)OC([H])([H])C([H])([H])[H])nc1[H]
415,415,4681,[H]c1c([H])c([H])c([H])c([H])c1[H],[H]c1c([H])c([H])c([H])c([H])c1[H],[H]c1c([H])c([H])c([H])c([H])c1[H]
423,423,4700,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
424,424,4702,[H]N([H])N([H])C([H])([H])[H],[H]N([H])N([H])C([H])([H])[H],[H]N([H])N([H])C([H])([H])[H]
425,425,4703,[H]SC([H])([H])[H],[H]SC([H])([H])[H],[H]SC([H])([H])[H]
426,426,4704,[H]C([H])([H])OC(=O)C([H])([H])C(=O)C([H])([H])[H],[H]C([H])([H])OC(=O)C([H])([H])C(=O)C([H])([H])[H],[H]C([H])([H])OC(=O)C([H])([H])C(=O)C([H])([H])[H]
429,429,4707,[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
430,430,4708,[H]OC(=O)C([H])([H])C([H])([H])[H],[H]OC(=O)C([H])([H])C([H])([H])[H],[H]OC(=O)C([H])([H])C([H])([H])[H]
431,431,4709,[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H],[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H],[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H]
432,432,4711,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C#N,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C#N,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C#N
433,433,4712,[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
434,434,4713,[H]OC(=O)C([H])(O[H])C([H])([H])[H],[H]OC(=O)C([H])(O[H])C([H])([H])[H],[H]OC(=O)C([H])(O[H])C([H])([H])[H]
435,435,4715,[H]OC([H])([H])C([H])(O[H])C([H])([H])[H],[H]OC([H])([H])C([H])(O[H])C([H])([H])[H],[H]OC([H])([H])C([H])(O[H])C([H])([H])[H]
436,436,4716,[H]OC(C([H])([H])[H])(C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H],[H]OC(C([H])([H])[H])(C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H],[H]OC(C([H])([H])[H])(C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H]
438,438,4719,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
441,441,4723,[H]C([H])=C([H])OC(=O)C([H])([H])[H],[H]C([H])=C([H])OC(=O)C([H])([H])[H],[H]C([H])=C([H])OC(=O)C([H])([H])[H]
442,442,4724,[H]C([H])=C([H])C(=O)OC([H])([H])[H],[H]C([H])=C([H])C(=O)OC([H])([H])[H],[H]C([H])=C([H])C(=O)OC([H])([H])[H]
443,443,4725,[H]C([H])=C([H])S(=O)(=O)C([H])=C([H])[H],[H]C([H])=C([H])S(=O)(=O)C([H])=C([H])[H],[H]C([H])=C([H])S(=O)(=O)C([H])=C([H])[H]
444,444,4726,[H]OC(=O)C([H])=C([H])C(=O)O[H],[H]OC(=O)C([H])=C([H])C(=O)O[H],[H]OC(=O)C([H])=C([H])C(=O)O[H]
450,450,4739,[H]C1=C([H])C([H])([H])C([H])=C([H])C1([H])[H],[H]C1=C([H])C([H])([H])C([H])=C([H])C1([H])[H],[H]C1=C([H])C([H])([H])C([H])=C([H])C1([H])[H]
451,451,4740,[H]C1=C([H])C([H])([H])C([H])([H])C([H])=C1[H],[H]C1=C([H])C([H])([H])C([H])([H])C([H])=C1[H],[H]C1=C([H])C([H])([H])C([H])([H])C([H])=C1[H]
452,452,4741,[H]C1=C([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C1([H])[H],[H]C1=C([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C1([H])[H],[H]C1=C([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C1([H])[H]
453,453,4742,[H]C1=C([H])C([H])([H])OC1([H])[H],[H]C1=C([H])C([H])([H])OC1([H])[H],[H]C1=C([H])C([H])([H])OC1([H])[H]
456,456,4748,[H]C(=O)C([H])=C([H])[H],[H]C(=O)C([H])=C([H])[H],[H]C(=O)C([H])=C([H])[H]
457,457,4752,[H]c1nc([H])n(C([H])([H])[H])c1[H],[H]c1nc([H])n(C([H])([H])[H])c1[H],[H]c1nc([H])n(C([H])([H])[H])c1[H]
458,458,4753,[H]c1c(Cl)sc(C(=O)C([H])([H])[H])c1[H],[H]c1c(Cl)sc(C(=O)C([H])([H])[H])c1[H],[H]c1c(Cl)sc(C(=O)C([H])([H])[H])c1[H]
459,459,4756,[H]c1c([H])c([H])c(C([H])([H])N2N([H])C2(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C([H])([H])N2N([H])C2(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C([H])([H])N2N([H])C2(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
460,460,4757,[H]OC1([H])C([H])([H])C([H])=C([H])C1([H])[H],[H]OC1([H])C([H])([H])C([H])=C([H])C1([H])[H],[H]OC1([H])C([H])([H])C([H])=C([H])C1([H])[H]
466,466,4766,[H]c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H],[H]c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H],[H]c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H]
467,467,4767,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C(=O)C2([H])[H],[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C(=O)C2([H])[H],[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C(=O)C2([H])[H]
468,468,4768,[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])C2=O,[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])C2=O,[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])C2=O
469,469,4769,[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1S2,[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1S2,[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1S2
470,470,4771,[H]c1c([H])c2c3c(c([H])c([H])c([H])c3c1[H])C([H])([H])C2([H])[H],[H]c1c([H])c2c3c(c([H])c([H])c([H])c3c1[H])C([H])([H])C2([H])[H],[H]c1c([H])c2c3c(c([H])c([H])c([H])c3c1[H])C([H])([H])C2([H])[H]
471,471,4773,[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C3([H])c4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c4C([H])([H])C([H])([H])N3C(=O)C2([H])C([H])([H])C([H])([H])[H])c([N+](=O)[O-])c1[H],[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C3([H])c4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c4C([H])([H])C([H])([H])N3C(=O)C2([H])C([H])([H])C([H])([H])[H])c([N+](=O)[O-])c1[H],[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C3([H])c4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c4C([H])([H])C([H])([H])N3C(=O)C2([H])C([H])([H])C([H])([H])[H])c([N+](=O)[O-])c1[H]
472,472,4774,[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1C2([H])[H],[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1C2([H])[H],[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1C2([H])[H]
473,473,4777,[H]c1oc(C(=O)C(=O)c2oc([H])c([H])c2[H])c([H])c1[H],[H]c1oc(C(=O)C(=O)c2oc([H])c([H])c2[H])c([H])c1[H],[H]c1oc(C(=O)C(=O)c2oc([H])c([H])c2[H])c([H])c1[H]
474,474,4778,[H]c1oc(C([H])([H])N([H])C([H])([H])[H])c([H])c1[H],[H]c1oc(C([H])([H])N([H])C([H])([H])[H])c([H])c1[H],[H]c1oc(C([H])([H])N([H])C([H])([H])[H])c([H])c1[H]
475,475,4780,[H]c1c([H])c(-c2c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c([H])c1C#N,[H]c1c([H])c(-c2c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c([H])c1C#N,[H]c1c([H])c(-c2c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c([H])c1C#N
478,478,4784,[H]OC([H])([H])c1c([H])c([H])c([H])c([H])c1OC1([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H],[H]OC([H])([H])c1c([H])c([H])c([H])c([H])c1OC1([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H],[H]OC([H])([H])c1c([H])c([H])c([H])c([H])c1OC1([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
479,479,4785,[H]c1sc([H])c([H])c1[H],[H]c1sc([H])c([H])c1[H],[H]c1sc([H])c([H])c1[H]
480,480,4786,[H]c1nc(OC([H])([H])C([H])([H])[H])c([H])c([H])c1[H],[H]c1nc(OC([H])([H])C([H])([H])[H])c([H])c([H])c1[H],[H]c1nc(OC([H])([H])C([H])([H])[H])c([H])c([H])c1[H]
481,481,4787,[H]c1nc([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H],[H]c1nc([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H],[H]c1nc([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H]
482,482,4788,[H]c1c(C([H])([H])[H])c([H])c([H])[n+]([O-])c1[H],[H]c1c(C([H])([H])[H])c([H])c([H])[n+]([O-])c1[H],[H]c1c(C([H])([H])[H])c([H])c([H])[n+]([O-])c1[H]
483,483,4789,[H]c1nc(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H],[H]c1nc(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H],[H]c1nc(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H]
484,484,4790,[H]c1c(N([H])[H])nc(C([H])([H])[H])c([H])c1C([H])([H])[H],[H]c1c(N([H])[H])nc(C([H])([H])[H])c([H])c1C([H])([H])[H],[H]c1c(N([H])[H])nc(C([H])([H])[H])c([H])c1C([H])([H])[H]
487,487,4799,[H]c1c([H])c([H])c(C(=O)C2=NOC([H])(C#N)C2([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C(=O)C2=NOC([H])(C#N)C2([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C(=O)C2=NOC([H])(C#N)C2([H])[H])c([H])c1[H]
490,490,4803,[H]Oc1c([H])c([H])c(C([H])=C(C#N)C#N)c([H])c1[H],[H]Oc1c([H])c([H])c(C([H])=C(C#N)C#N)c([H])c1[H],[H]Oc1c([H])c([H])c(C([H])=C(C#N)C#N)c([H])c1[H]
491,491,4804,[H]Oc1c([H])c([H])c(C([H])([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c1[H],[H]Oc1c([H])c([H])c(C([H])([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c1[H],[H]Oc1c([H])c([H])c(C([H])([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c1[H]
492,492,4805,[H]c1c([H])c([H])c(S(=O)(=O)N([H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])C([H])([H])C([H])([H])[H])c([N+](=O)[O-])c1[H],[H]c1c([H])c([H])c(S(=O)(=O)N([H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])C([H])([H])C([H])([H])[H])c([N+](=O)[O-])c1[H],[H]c1c([H])c([H])c(S(=O)(=O)N([H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])C([H])([H])C([H])([H])[H])c([N+](=O)[O-])c1[H]
495,495,4811,[H]C([H])=C(C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],[H]C([H])=C(C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],[H]C([H])=C(C(=C([H])[H])C([H])([H])[H])C([H])([H])[H]
496,496,4812,[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
497,497,4813,[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
501,501,4818,[H]c1c([H])c(C(=O)C2([H])C([H])([H])C2([H])[H])n([H])c1[H],[H]c1c([H])c(C(=O)C2([H])C([H])([H])C2([H])[H])n([H])c1[H],[H]c1c([H])c(C(=O)C2([H])C([H])([H])C2([H])[H])n([H])c1[H]
502,502,4821,[H]C([H])([H])C([H])([H])C([H])(Cl)C([H])([H])[H],[H]C([H])([H])C([H])([H])C([H])(Cl)C([H])([H])[H],[H]C([H])([H])C([H])([H])C([H])(Cl)C([H])([H])[H]
503,503,4822,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])Cl,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])Cl,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])Cl
504,504,4823,[H]C([H])(Cl)Cl,[H]C([H])(Cl)Cl,[H]C([H])(Cl)Cl
505,505,4826,[H]C([H])(Cl)C([H])([H])Cl,[H]C([H])(Cl)C([H])([H])Cl,[H]C([H])(Cl)C([H])([H])Cl
509,509,4834,[H]C([H])(Cl)C(Cl)(Cl)Cl,[H]C([H])(Cl)C(Cl)(Cl)Cl,[H]C([H])(Cl)C(Cl)(Cl)Cl
510,510,4837,[H]C(Cl)(Cl)C(Cl)(Cl)Cl,[H]C(Cl)(Cl)C(Cl)(Cl)Cl,[H]C(Cl)(Cl)C(Cl)(Cl)Cl
513,513,4842,[H]C([H])(Cl)C(C([H])([H])Cl)(C([H])([H])Cl)C([H])([H])Cl,[H]C([H])(Cl)C(C([H])([H])Cl)(C([H])([H])Cl)C([H])([H])Cl,[H]C([H])(Cl)C(C([H])([H])Cl)(C([H])([H])Cl)C([H])([H])Cl
516,516,4845,[H]C1=C(C(=O)OC([H])([H])[H])c2c(c3c([H])c([H])c([H])c([H])c3n2[H])C([H])=C(C(=O)OC([H])([H])[H])c2c1c1c([H])c([H])c([H])c([H])c1n2[H],[H]C1=C(C(=O)OC([H])([H])[H])c2c(c3c([H])c([H])c([H])c([H])c3n2[H])C([H])=C(C(=O)OC([H])([H])[H])c2c1c1c([H])c([H])c([H])c([H])c1n2[H],[H]C1=C(C(=O)OC([H])([H])[H])c2c(c3c([H])c([H])c([H])c([H])c3n2[H])C([H])=C(C(=O)OC([H])([H])[H])c2c1c1c([H])c([H])c([H])c([H])c1n2[H]
536,536,4880,[H]c1c([H])c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c([N+](=O)[O-])c1OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[H]c1c([H])c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c([N+](=O)[O-])c1OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[H]c1c([H])c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c([N+](=O)[O-])c1OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
541,541,4887,[H]OC([H])([H])c1c([H])c([H])c(C([H])=C([H])c2c([H])c(OC([H])([H])[H])c(C([H])=C([H])c3c([H])c([H])c(C([H])([H])O[H])c([H])c3[H])c([H])c2OC([H])([H])[H])c([H])c1[H],[H]OC([H])([H])c1c([H])c([H])c(C([H])=C([H])c2c([H])c(OC([H])([H])[H])c(C([H])=C([H])c3c([H])c([H])c(C([H])([H])O[H])c([H])c3[H])c([H])c2OC([H])([H])[H])c([H])c1[H],[H]OC([H])([H])c1c([H])c([H])c(C([H])=C([H])c2c([H])c(OC([H])([H])[H])c(C([H])=C([H])c3c([H])c([H])c(C([H])([H])O[H])c([H])c3[H])c([H])c2OC([H])([H])[H])c([H])c1[H]
542,542,4889,[H]C([H])([H])SC([H])([H])Cl,[H]C([H])([H])SC([H])([H])Cl,[H]C([H])([H])SC([H])([H])Cl
553,553,4907,[H]C(=O)C(=C([H])[H])C([H])([H])[H],[H]C(=O)C(=C([H])[H])C([H])([H])[H],[H]C(=O)C(=C([H])[H])C([H])([H])[H]
560,560,4917,[H]C(=C1C(=C([H])c2c([H])c([H])c([H])c([H])c2[H])C(=C([H])c2c([H])c([H])c([H])c([H])c2[H])C1=C([H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],[H]C(=C1C(=C([H])c2c([H])c([H])c([H])c([H])c2[H])C(=C([H])c2c([H])c([H])c([H])c([H])c2[H])C1=C([H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],[H]C(=C1C(=C([H])c2c([H])c([H])c([H])c([H])c2[H])C(=C([H])c2c([H])c([H])c([H])c([H])c2[H])C1=C([H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
566,566,4927,[H]c1c([H])c([H])c2c(c1[H])c(-c1c([N+](=O)[O-])nc([H])n1C([H])([H])[H])c([H])n2[H],[H]c1c([H])c([H])c2c(c1[H])c(-c1c([N+](=O)[O-])nc([H])n1C([H])([H])[H])c([H])n2[H],[H]c1c([H])c([H])c2c(c1[H])c(-c1c([N+](=O)[O-])nc([H])n1C([H])([H])[H])c([H])n2[H]
567,567,4928,[H]c1c(C([H])([H])[H])oc(C([H])([H])[H])c([H])c1=O,[H]c1c(C([H])([H])[H])oc(C([H])([H])[H])c([H])c1=O,[H]c1c(C([H])([H])[H])oc(C([H])([H])[H])c([H])c1=O
568,568,4931,[H]OC(=O)C([H])(C(=O)O[H])C([H])([H])[H],[H]OC(=O)C([H])(C(=O)O[H])C([H])([H])[H],[H]OC(=O)C([H])(C(=O)O[H])C([H])([H])[H]
575,575,4941,[H]C([H])([H])SC([H])([H])S(=O)C([H])([H])[H],[H]C([H])([H])SC([H])([H])S(=O)C([H])([H])[H],[H]C([H])([H])SC([H])([H])S(=O)C([H])([H])[H]
576,576,4942,[H]C([H])([H])S(=O)(=O)C([H])([H])C#N,[H]C([H])([H])S(=O)(=O)C([H])([H])C#N,[H]C([H])([H])S(=O)(=O)C([H])([H])C#N
577,577,4943,[H]C1=C([H])C([H])([H])S(=O)(=O)C1([H])[H],[H]C1=C([H])C([H])([H])S(=O)(=O)C1([H])[H],[H]C1=C([H])C([H])([H])S(=O)(=O)C1([H])[H]
578,578,4945,[H]OS(=O)(=O)C([H])([H])[H],[H]OS(=O)(=O)C([H])([H])[H],[H]OS(=O)(=O)C([H])([H])[H]
581,581,4956,[H]OC(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[H]OC(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[H]OC(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
582,582,4960,[H]c1c([H])c([H])c(N=C=S)c([H])c1[H],[H]c1c([H])c([H])c(N=C=S)c([H])c1[H],[H]c1c([H])c([H])c(N=C=S)c([H])c1[H]
583,583,4961,[H]C([H])([H])C12OC(=O)C3([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C([H])([H])C1([H])[H])C3([H])C2([H])[H],[H]C([H])([H])C12OC(=O)C3([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C([H])([H])C1([H])[H])C3([H])C2([H])[H],[H]C([H])([H])C12OC(=O)C3([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C([H])([H])C1([H])[H])C3([H])C2([H])[H]
584,584,4962,[H]c1c([H])c(Cl)c(C#N)c(Cl)c1[H],[H]c1c([H])c(Cl)c(C#N)c(Cl)c1[H],[H]c1c([H])c(Cl)c(C#N)c(Cl)c1[H]
588,588,4969,[H]OC([H])([H])C(=O)C1(O[H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])=C([H])C4(C([H])([H])[H])C3([H])C(=O)C([H])([H])C12C([H])([H])[H],[H]OC([H])([H])C(=O)C1(O[H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])=C([H])C4(C([H])([H])[H])C3([H])C(=O)C([H])([H])C12C([H])([H])[H],[H]OC([H])([H])C(=O)C1(O[H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])=C([H])C4(C([H])([H])[H])C3([H])C(=O)C([H])([H])C12C([H])([H])[H]
593,593,4980,[H]C#Cc1c([H])c([H])c(C#Cc2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c1[H],[H]C#Cc1c([H])c([H])c(C#Cc2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c1[H],[H]C#Cc1c([H])c([H])c(C#Cc2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c1[H]
