,Unnamed: 0,id,SMILES_x,SMILES_y,smiles
5455,5455,11710,[H]c1c([H])c([N+](=O)[O-])c([H])c([H])c1C1=NC([H])([H])C([H])([H])O1,[H]c1c([H])c([N+](=O)[O-])c([H])c([H])c1C1=NC([H])([H])C([H])([H])O1,[H]c1c([H])c([N+](=O)[O-])c([H])c([H])c1C1=NC([H])([H])C([H])([H])O1
5456,5456,11711,[H]c1c([H])c([H])c(-n2c(SC([H])([H])C([H])([H])[H])[n+](-c3c([H])c([H])c([H])c([H])c3[H])c([O-])c(C([H])([H])[H])c2=O)c([H])c1[H],[H]c1c([H])c([H])c(-n2c(SC([H])([H])C([H])([H])[H])[n+](-c3c([H])c([H])c([H])c([H])c3[H])c([O-])c(C([H])([H])[H])c2=O)c([H])c1[H],[H]c1c([H])c([H])c(-n2c(SC([H])([H])C([H])([H])[H])[n+](-c3c([H])c([H])c([H])c([H])c3[H])c([O-])c(C([H])([H])[H])c2=O)c([H])c1[H]
5457,5457,11712,[H]C([H])=C(C(=O)OC([H])([H])C([H])([H])[H])c1c(C(=O)OC([H])([H])C([H])([H])[H])n([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c12,[H]C([H])=C(C(=O)OC([H])([H])C([H])([H])[H])c1c(C(=O)OC([H])([H])C([H])([H])[H])n([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c12,[H]C([H])=C(C(=O)OC([H])([H])C([H])([H])[H])c1c(C(=O)OC([H])([H])C([H])([H])[H])n([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c12
5458,5458,11719,[H]c1c([H])c(N([H])C(=O)C([H])([H])SC(=O)C([H])([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],[H]c1c([H])c(N([H])C(=O)C([H])([H])SC(=O)C([H])([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],[H]c1c([H])c(N([H])C(=O)C([H])([H])SC(=O)C([H])([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
5461,5461,11722,[H]c1c([H])c(-c2nnsc2C([H])(Cl)c2snnc2-c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c([H])c1OC([H])([H])[H],[H]c1c([H])c(-c2nnsc2C([H])(Cl)c2snnc2-c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c([H])c1OC([H])([H])[H],[H]c1c([H])c(-c2nnsc2C([H])(Cl)c2snnc2-c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c([H])c1OC([H])([H])[H]
5462,5462,11723,[H]c1c([H])c(C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])c([H])c([N+](=O)[O-])c1C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],[H]c1c([H])c(C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])c([H])c([N+](=O)[O-])c1C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],[H]c1c([H])c(C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])c([H])c([N+](=O)[O-])c1C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
5463,5463,11724,[H]C1=C([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Oc2c([H])c(C([H])([H])[H])c([H])c([H])c21,[H]C1=C([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Oc2c([H])c(C([H])([H])[H])c([H])c([H])c21,[H]C1=C([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Oc2c([H])c(C([H])([H])[H])c([H])c([H])c21
5465,5465,11727,[H]c1c([H])c(OC([H])([H])[H])c([H])c(F)c1C#N,[H]c1c([H])c(OC([H])([H])[H])c([H])c(F)c1C#N,[H]c1c([H])c(OC([H])([H])[H])c([H])c(F)c1C#N
5466,5466,11728,[H]C([H])([H])C#CC(=O)OC([H])([H])C([H])([H])[H],[H]C([H])([H])C#CC(=O)OC([H])([H])C([H])([H])[H],[H]C([H])([H])C#CC(=O)OC([H])([H])C([H])([H])[H]
5467,5467,11729,[H]c1nc(C([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H],[H]c1nc(C([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H],[H]c1nc(C([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H]
5468,5468,11730,[H]C([H])=C([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[H],[H]C([H])=C([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[H],[H]C([H])=C([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[H]
5469,5469,11731,[H]Oc1c([H])c2c(c([H])c1O[H])C([H])(C([H])([H])[H])c1c([H])c(O[H])c(O[H])c([H])c1C([H])([H])C2([H])[H],[H]Oc1c([H])c2c(c([H])c1O[H])C([H])(C([H])([H])[H])c1c([H])c(O[H])c(O[H])c([H])c1C([H])([H])C2([H])[H],[H]Oc1c([H])c2c(c([H])c1O[H])C([H])(C([H])([H])[H])c1c([H])c(O[H])c(O[H])c([H])c1C([H])([H])C2([H])[H]
5470,5470,11732,[H]c1c([H])c([H])c(N2C(=O)C3(C([H])([H])[H])C(=O)N(C([H])([H])[H])C23SC([H])([H])C([H])([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(N2C(=O)C3(C([H])([H])[H])C(=O)N(C([H])([H])[H])C23SC([H])([H])C([H])([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(N2C(=O)C3(C([H])([H])[H])C(=O)N(C([H])([H])[H])C23SC([H])([H])C([H])([H])[H])c([H])c1[H]
5471,5471,11735,[H]c1c([H])c([H])c(-n2c(SC([H])([H])C([H])([H])[H])[n+](-c3c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c3[H])c([O-])c(C([H])([H])C([H])([H])C([H])([H])[H])c2=O)c([H])c1[H],[H]c1c([H])c([H])c(-n2c(SC([H])([H])C([H])([H])[H])[n+](-c3c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c3[H])c([O-])c(C([H])([H])C([H])([H])C([H])([H])[H])c2=O)c([H])c1[H],[H]c1c([H])c([H])c(-n2c(SC([H])([H])C([H])([H])[H])[n+](-c3c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c3[H])c([O-])c(C([H])([H])C([H])([H])C([H])([H])[H])c2=O)c([H])c1[H]
5472,5472,11738,[H]C(=O)c1sc(N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nc1C([H])([H])[H],[H]C(=O)c1sc(N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nc1C([H])([H])[H],[H]C(=O)c1sc(N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nc1C([H])([H])[H]
5474,5474,11740,[H]c1c(OC([H])([H])[H])c([H])c2c(C(=O)C([H])(Cl)C([H])([H])[H])c([H])n([H])c2c1[H],[H]c1c(OC([H])([H])[H])c([H])c2c(C(=O)C([H])(Cl)C([H])([H])[H])c([H])n([H])c2c1[H],[H]c1c(OC([H])([H])[H])c([H])c2c(C(=O)C([H])(Cl)C([H])([H])[H])c([H])n([H])c2c1[H]
5475,5475,11741,[H]c1c([H])c([H])c(C2=NN=C(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C2=NN=C(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C2=NN=C(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
5476,5476,11742,[H]C([H])(Cl)C1([H])OC1([H])[H],[H]C([H])(Cl)C1([H])OC1([H])[H],[H]C([H])(Cl)C1([H])OC1([H])[H]
5478,5478,11745,[H]C(=O)c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Oc1c([H])c(C([H])=O)c([H])c([H])c1C([H])=C2[H],[H]C(=O)c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Oc1c([H])c(C([H])=O)c([H])c([H])c1C([H])=C2[H],[H]C(=O)c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Oc1c([H])c(C([H])=O)c([H])c([H])c1C([H])=C2[H]
5479,5479,11746,[H]Oc1c([H])c(O[H])c([H])c(C([H])=C([H])c2sc(N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nc2C([H])([H])[H])c1[H],[H]Oc1c([H])c(O[H])c([H])c(C([H])=C([H])c2sc(N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nc2C([H])([H])[H])c1[H],[H]Oc1c([H])c(O[H])c([H])c(C([H])=C([H])c2sc(N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nc2C([H])([H])[H])c1[H]
5480,5480,11747,[H]c1sc(C(=O)c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c([H])c1[H],[H]c1sc(C(=O)c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c([H])c1[H],[H]c1sc(C(=O)c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c([H])c1[H]
5481,5481,11748,[H]c1sc(C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c1[H],[H]c1sc(C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c1[H],[H]c1sc(C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c1[H]
5482,5482,11750,[H]c1c(OC([H])([H])[H])c([H])c2c(C([H])([H])[H])c(C([H])([H])[H])n(C(=O)OC([H])([H])[H])c2c1[H],[H]c1c(OC([H])([H])[H])c([H])c2c(C([H])([H])[H])c(C([H])([H])[H])n(C(=O)OC([H])([H])[H])c2c1[H],[H]c1c(OC([H])([H])[H])c([H])c2c(C([H])([H])[H])c(C([H])([H])[H])n(C(=O)OC([H])([H])[H])c2c1[H]
5483,5483,11751,[H]C([H])=C([H])C([H])(C([H])(C(=O)OC([H])([H])C([H])([H])[H])C(=O)OC([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],[H]C([H])=C([H])C([H])(C([H])(C(=O)OC([H])([H])C([H])([H])[H])C(=O)OC([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],[H]C([H])=C([H])C([H])(C([H])(C(=O)OC([H])([H])C([H])([H])[H])C(=O)OC([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
5484,5484,11754,[H]C(=O)c1c([H])c([H])c(OC([H])([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c1[H],[H]C(=O)c1c([H])c([H])c(OC([H])([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c1[H],[H]C(=O)c1c([H])c([H])c(OC([H])([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c1[H]
5485,5485,11755,[H]C(=O)c1c([H])c([H])c(OC([H])([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],[H]C(=O)c1c([H])c([H])c(OC([H])([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],[H]C(=O)c1c([H])c([H])c(OC([H])([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
5486,5486,11758,[H]c1c(F)c([H])c2c(c1[H])c([H])c([H])n2[H],[H]c1c(F)c([H])c2c(c1[H])c([H])c([H])n2[H],[H]c1c(F)c([H])c2c(c1[H])c([H])c([H])n2[H]
5487,5487,11761,[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H],[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H],[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H]
5488,5488,11762,[H]c1c([H])c([H])c(C2([H])C([H])([H])C3=C(C(=O)OC3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C2([H])C([H])([H])C3=C(C(=O)OC3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C2([H])C([H])([H])C3=C(C(=O)OC3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H]
5489,5489,11763,[H]C1([H])C2=C(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H],[H]C1([H])C2=C(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H],[H]C1([H])C2=C(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H]
5490,5490,11764,[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c(C#Cc2c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H],[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c(C#Cc2c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H],[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c(C#Cc2c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H]
5491,5491,11765,[H]C#Cc1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H],[H]C#Cc1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H],[H]C#Cc1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H]
5492,5492,11767,[H]c1c([H])c([H])c(C2([H])C([H])([H])C3=C(C(=O)N(C([H])([H])C([H])([H])C([H])([H])[H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C2([H])C([H])([H])C3=C(C(=O)N(C([H])([H])C([H])([H])C([H])([H])[H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C2([H])C([H])([H])C3=C(C(=O)N(C([H])([H])C([H])([H])C([H])([H])[H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H]
5494,5494,11771,[H]C1([H])C2=C(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],[H]C1([H])C2=C(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],[H]C1([H])C2=C(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
5495,5495,11773,[H]C(=O)C([H])=C([H])c1c([H])c([H])c([H])c([H])c1N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H],[H]C(=O)C([H])=C([H])c1c([H])c([H])c([H])c([H])c1N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H],[H]C(=O)C([H])=C([H])c1c([H])c([H])c([H])c([H])c1N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H]
5497,5497,11775,[H]c1c2c(c([H])c3c1C([H])([H])C([H])([H])C([H])([H])C3([H])[H])-c1c-2c(C#N)c2c([H])c([H])c([H])c([H])c2c1C#N,[H]c1c2c(c([H])c3c1C([H])([H])C([H])([H])C([H])([H])C3([H])[H])-c1c-2c(C#N)c2c([H])c([H])c([H])c([H])c2c1C#N,[H]c1c2c(c([H])c3c1C([H])([H])C([H])([H])C([H])([H])C3([H])[H])-c1c-2c(C#N)c2c([H])c([H])c([H])c([H])c2c1C#N
5498,5498,11777,[H]c1c([H])c(S(=O)(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])[H],[H]c1c([H])c(S(=O)(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])[H],[H]c1c([H])c(S(=O)(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])[H]
5499,5499,11783,[H]N1C(=O)C([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H],[H]N1C(=O)C([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H],[H]N1C(=O)C([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H]
5501,5501,11786,[H]c1c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(C([H])([H])[H])c([H])c(C#N)c1C([H])([H])[H],[H]c1c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(C([H])([H])[H])c([H])c(C#N)c1C([H])([H])[H],[H]c1c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(C([H])([H])[H])c([H])c(C#N)c1C([H])([H])[H]
5503,5503,11791,[H]OC(=O)c1c([H])c([H])c(C([H])=C([H])c2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([N+](=O)[O-])c1[H],[H]OC(=O)c1c([H])c([H])c(C([H])=C([H])c2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([N+](=O)[O-])c1[H],[H]OC(=O)c1c([H])c([H])c(C([H])=C([H])c2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([N+](=O)[O-])c1[H]
5504,5504,11792,[H]c1c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1C(=O)OC([H])([H])C([H])([H])[H],[H]c1c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1C(=O)OC([H])([H])C([H])([H])[H],[H]c1c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1C(=O)OC([H])([H])C([H])([H])[H]
5505,5505,11794,[H]C([H])=C([H])c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c(C([H])=[N+]([O-])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H],[H]C([H])=C([H])c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c(C([H])=[N+]([O-])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H],[H]C([H])=C([H])c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c(C([H])=[N+]([O-])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H]
5506,5506,11795,[H]c1c([H])c(N([H])C(=O)C([H])([H])SC([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],[H]c1c([H])c(N([H])C(=O)C([H])([H])SC([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],[H]c1c([H])c(N([H])C(=O)C([H])([H])SC([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
5507,5507,11796,[H]Oc1c([H])c([H])c(OC(=O)C([H])=C([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],[H]Oc1c([H])c([H])c(OC(=O)C([H])=C([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],[H]Oc1c([H])c([H])c(OC(=O)C([H])=C([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
5508,5508,11797,[H]Oc1c([H])c([H])c(N([H])C(=O)C([H])=C([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],[H]Oc1c([H])c([H])c(N([H])C(=O)C([H])=C([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],[H]Oc1c([H])c([H])c(N([H])C(=O)C([H])=C([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
5509,5509,11798,[H]C([H])=C(C(=O)OC([H])([H])C([H])([H])OC(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)OC([H])([H])C([H])([H])OC(=O)C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],[H]C([H])=C(C(=O)OC([H])([H])C([H])([H])OC(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)OC([H])([H])C([H])([H])OC(=O)C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],[H]C([H])=C(C(=O)OC([H])([H])C([H])([H])OC(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)OC([H])([H])C([H])([H])OC(=O)C(=C([H])[H])C([H])([H])[H])C([H])([H])[H]
5510,5510,11799,[H]OC([H])(C([H])([H])OC(=O)C(=C([H])[H])C([H])([H])[H])C([H])([H])N([H])c1c([H])c([H])c([H])c([H])c1[H],[H]OC([H])(C([H])([H])OC(=O)C(=C([H])[H])C([H])([H])[H])C([H])([H])N([H])c1c([H])c([H])c([H])c([H])c1[H],[H]OC([H])(C([H])([H])OC(=O)C(=C([H])[H])C([H])([H])[H])C([H])([H])N([H])c1c([H])c([H])c([H])c([H])c1[H]
5511,5511,11804,[H]c1c([H])c(C([H])([H])n2c([H])c([H])c3c([H])c([H])c([H])c([H])c32)c([H])c([H])c1OC([H])([H])[H],[H]c1c([H])c(C([H])([H])n2c([H])c([H])c3c([H])c([H])c([H])c([H])c32)c([H])c([H])c1OC([H])([H])[H],[H]c1c([H])c(C([H])([H])n2c([H])c([H])c3c([H])c([H])c([H])c([H])c32)c([H])c([H])c1OC([H])([H])[H]
5512,5512,11805,[H]Oc1c([H])c([H])c(N2C(=O)C([H])=C([H])C2=O)c([H])c1[H],[H]Oc1c([H])c([H])c(N2C(=O)C([H])=C([H])C2=O)c([H])c1[H],[H]Oc1c([H])c([H])c(N2C(=O)C([H])=C([H])C2=O)c([H])c1[H]
5516,5516,11809,[H]C(=C([H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],[H]C(=C([H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],[H]C(=C([H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H]
5517,5517,11810,[H]C([H])([H])[N+]#[C-],[H]C([H])([H])[N+]#[C-],[H]C([H])([H])[N+]#[C-]
5518,5518,11811,[H]C(=O)c1c([H])c([H])c(C([H])=C([H])c2c([H])c([H])c(C#N)c([H])c2[H])c([H])c1[H],[H]C(=O)c1c([H])c([H])c(C([H])=C([H])c2c([H])c([H])c(C#N)c([H])c2[H])c([H])c1[H],[H]C(=O)c1c([H])c([H])c(C([H])=C([H])c2c([H])c([H])c(C#N)c([H])c2[H])c([H])c1[H]
5520,5520,11815,[H]C1=C(c2c([H])c([H])c([H])c([H])c2[H])C(=O)N(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H],[H]C1=C(c2c([H])c([H])c([H])c([H])c2[H])C(=O)N(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H],[H]C1=C(c2c([H])c([H])c([H])c([H])c2[H])C(=O)N(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H]
5521,5521,11816,[H]c1c([H])c(S(=O)(=O)Oc2c(F)c(F)c(F)c(F)c2F)c([H])c([H])c1C([H])([H])[H],[H]c1c([H])c(S(=O)(=O)Oc2c(F)c(F)c(F)c(F)c2F)c([H])c([H])c1C([H])([H])[H],[H]c1c([H])c(S(=O)(=O)Oc2c(F)c(F)c(F)c(F)c2F)c([H])c([H])c1C([H])([H])[H]
5523,5523,11818,[H]C([H])([H])C([H])([H])OC(=O)C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[H]C([H])([H])C([H])([H])OC(=O)C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[H]C([H])([H])C([H])([H])OC(=O)C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
5524,5524,11820,[H]OC(=O)C#CC1([H])C([H])([H])C1([H])[H],[H]OC(=O)C#CC1([H])C([H])([H])C1([H])[H],[H]OC(=O)C#CC1([H])C([H])([H])C1([H])[H]
5525,5525,11822,[H]C(=O)C#CC([H])([H])[H],[H]C(=O)C#CC([H])([H])[H],[H]C(=O)C#CC([H])([H])[H]
