,Unnamed: 0.1,Unnamed: 0,id,SMILES_x,SMILES_y,smiles
2439,2682,2682,7924,[H]Oc1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H],,[H]Oc1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
2440,2684,2684,7926,[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H],,[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H]
2441,2685,2685,7927,[H]c1nc(Cl)c(Cl)c([H])c1[H],,[H]c1nc(Cl)c(Cl)c([H])c1[H]
2442,2686,2686,7928,[H]OC(=O)c1c([H])c([H])c([H])c([H])c1OC([H])([H])[H],,[H]OC(=O)c1c([H])c([H])c([H])c([H])c1OC([H])([H])[H]
2443,2687,2687,7929,[H]c1nc([H])c(C(=O)OC([H])([H])[H])c([H])c1[H],,[H]c1nc([H])c(C(=O)OC([H])([H])[H])c([H])c1[H]
2444,2688,2688,7930,[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],,[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
2445,2689,2689,7931,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)Cl,,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)Cl
2446,2690,2690,7932,[H]N1C([H])([H])C2([H])C([H])([H])C3([H])C([H])([H])C1(OC([H])([H])[H])C([H])([H])C([H])(C2([H])[H])C3([H])[H],,[H]N1C([H])([H])C2([H])C([H])([H])C3([H])C([H])([H])C1(OC([H])([H])[H])C([H])([H])C([H])(C2([H])[H])C3([H])[H]
2447,2691,2691,7933,[H]OC([H])(C(=O)C([H])([H])[H])C([H])([H])[H],,[H]OC([H])(C(=O)C([H])([H])[H])C([H])([H])[H]
2448,2692,2692,7934,[H]C(C(=O)OC([H])([H])C([H])([H])[H])=C([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],,[H]C(C(=O)OC([H])([H])C([H])([H])[H])=C([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
2449,2693,2693,7935,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])[H])c([H])c1[H],,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])[H])c([H])c1[H]
2450,2694,2694,7936,[H]Oc1c([H])c(C([H])([H])[H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],,[H]Oc1c([H])c(C([H])([H])[H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H]
2451,2695,2695,7937,[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],,[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
2453,2697,2697,7939,[H]c1c(Cl)nc(OC([H])([H])[H])c([H])c1[H],,[H]c1c(Cl)nc(OC([H])([H])[H])c([H])c1[H]
2454,2698,2698,7940,[H]OC(=O)c1c(Cl)nc([H])c([H])c1[H],,[H]OC(=O)c1c(Cl)nc([H])c([H])c1[H]
2455,2700,2700,7942,[H]OC([H])([H])C([H])(C(=O)OC1([H])C([H])([H])C2([H])N(C([H])([H])[H])C([H])(C([H])([H])C2([H])[H])C1([H])[H])c1c([H])c([H])c([H])c([H])c1[H],,[H]OC([H])([H])C([H])(C(=O)OC1([H])C([H])([H])C2([H])N(C([H])([H])[H])C([H])(C([H])([H])C2([H])[H])C1([H])[H])c1c([H])c([H])c([H])c([H])c1[H]
2456,2701,2701,7943,[H]c1c([H])c([H])c(C(=O)OC2([H])C([H])([H])C3([H])N(C([H])([H])[H])C([H])(C([H])([H])C3([H])[H])C2([H])[H])c([H])c1[H],,[H]c1c([H])c([H])c(C(=O)OC2([H])C([H])([H])C3([H])N(C([H])([H])[H])C([H])(C([H])([H])C3([H])[H])C2([H])[H])c([H])c1[H]
2457,2702,2702,7946,[H]C1([H])N(c2nc(Cl)nc3c(N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])nc(Cl)nc23)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],,[H]C1([H])N(c2nc(Cl)nc3c(N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])nc(Cl)nc23)C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
2458,2703,2703,7947,[H]c1nc(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c2nc([H])nc(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c2n1,,[H]c1nc(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c2nc([H])nc(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c2n1
2459,2704,2704,7948,[H]Oc1c([H])c([H])c(C2([H])OC([H])([H])C3([H])C([H])(c4c([H])c([H])c(O[H])c(OC([H])([H])[H])c4[H])OC([H])([H])C23[H])c([H])c1OC([H])([H])[H],,[H]Oc1c([H])c([H])c(C2([H])OC([H])([H])C3([H])C([H])(c4c([H])c([H])c(O[H])c(OC([H])([H])[H])c4[H])OC([H])([H])C23[H])c([H])c1OC([H])([H])[H]
2460,2705,2705,7949,[H]N1C(=O)C([H])([H])C1([H])C([H])([H])[H],,[H]N1C(=O)C([H])([H])C1([H])C([H])([H])[H]
2461,2706,2706,7950,[H]c1c([H])c([H])c(C(=O)N2C(=O)C([H])([H])C2([H])C([H])([H])[H])c([H])c1[H],,[H]c1c([H])c([H])c(C(=O)N2C(=O)C([H])([H])C2([H])C([H])([H])[H])c([H])c1[H]
2462,2707,2707,7951,[H]C([H])([H])C1([H])N(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N=C=O)C(=O)C1([H])[H],,[H]C([H])([H])C1([H])N(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N=C=O)C(=O)C1([H])[H]
2463,2708,2708,7952,[H]c1c([H])c(N=C=S)c([H])c(C(=O)N2C(=O)C([H])([H])C2([H])C([H])([H])[H])c1[H],,[H]c1c([H])c(N=C=S)c([H])c(C(=O)N2C(=O)C([H])([H])C2([H])C([H])([H])[H])c1[H]
2464,2709,2709,7953,[H]N1C(=O)C([H])([H])C([H])([H])C1([H])[H],,[H]N1C(=O)C([H])([H])C([H])([H])C1([H])[H]
2465,2711,2711,7955,[H]C([H])([H])C([H])([H])OC(=O)N1C(=O)C([H])([H])C([H])([H])C1([H])[H],,[H]C([H])([H])C([H])([H])OC(=O)N1C(=O)C([H])([H])C([H])([H])C1([H])[H]
2466,2712,2712,7956,[H]c1c([H])c([H])c(C(=O)N2C(=O)C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],,[H]c1c([H])c([H])c(C(=O)N2C(=O)C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
2467,2713,2713,7957,[H]C([H])([H])OC(=S)N1C(=O)C([H])([H])C([H])([H])C1([H])[H],,[H]C([H])([H])OC(=S)N1C(=O)C([H])([H])C([H])([H])C1([H])[H]
2468,2714,2714,7958,[H]N1C(=O)C([H])([H])OC1([H])[H],,[H]N1C(=O)C([H])([H])OC1([H])[H]
2469,2715,2715,7959,[H]N1C(=O)C([H])([H])SC1([H])[H],,[H]N1C(=O)C([H])([H])SC1([H])[H]
2470,2716,2716,7960,[H]N1C(=O)C([H])([H])SC1(C([H])([H])[H])C([H])([H])[H],,[H]N1C(=O)C([H])([H])SC1(C([H])([H])[H])C([H])([H])[H]
2471,2717,2717,7961,[H]N1C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],,[H]N1C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H]
2472,2718,2718,7962,[H]N1C(=O)C([H])([H])C2(C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],,[H]N1C(=O)C([H])([H])C2(C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
2473,2719,2719,7963,[H]N1C(=O)C([H])([H])C2(C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],,[H]N1C(=O)C([H])([H])C2(C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
2474,2720,2720,7964,[H]N1C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],,[H]N1C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
2475,2721,2721,7965,[H]N1C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],,[H]N1C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
2476,2722,2722,7966,[H]c1c([H])c([H])c2c(c1[H])C(=O)N(C(=O)OC([H])([H])C([H])([H])[H])C2=O,,[H]c1c([H])c([H])c2c(c1[H])C(=O)N(C(=O)OC([H])([H])C([H])([H])[H])C2=O
2477,2724,2724,7968,[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)N([H])C([H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C(=O)N2[H])c([H])c1[H],,[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)N([H])C([H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C(=O)N2[H])c([H])c1[H]
2478,2725,2725,7969,[H]N1C(=O)C(C([H])([H])[H])(C([H])([H])[H])N([H])C(=O)C1(C([H])([H])[H])C([H])([H])[H],,[H]N1C(=O)C(C([H])([H])[H])(C([H])([H])[H])N([H])C(=O)C1(C([H])([H])[H])C([H])([H])[H]
2479,2726,2726,7970,[H]N1C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],,[H]N1C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
2480,2727,2727,7971,[H]N1C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],,[H]N1C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
2481,2728,2728,7972,[H]N1C(=O)C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)C1([H])C([H])(C([H])([H])[H])C([H])([H])[H],,[H]N1C(=O)C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)C1([H])C([H])(C([H])([H])[H])C([H])([H])[H]
2482,2729,2729,7973,[H]OC(=O)c1c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],,[H]OC(=O)c1c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
2483,2732,2732,7976,[H]OC(=O)C([H])(N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)Oc1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H],,[H]OC(=O)C([H])(N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)Oc1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H]
2484,2733,2733,7977,[H]OC(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)Oc1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H],,[H]OC(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)Oc1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H]
2485,2734,2734,7978,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C(=O)O[H])N([H])[H],,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C(=O)O[H])N([H])[H]
2486,2736,2736,7980,[H]OC(=O)C([H])(N([H])[H])C([H])([H])O[H],,[H]OC(=O)C([H])(N([H])[H])C([H])([H])O[H]
2487,2737,2737,7981,[H]OC(=O)C([H])(N([H])[H])C([H])(O[H])C([H])([H])[H],,[H]OC(=O)C([H])(N([H])[H])C([H])(O[H])C([H])([H])[H]
2488,2738,2738,7982,[H]C(=O)N(C([H])([H])[H])C([H])([H])[H],,[H]C(=O)N(C([H])([H])[H])C([H])([H])[H]
2489,2739,2739,7983,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(=O)[O-],,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(=O)[O-]
2490,2740,2740,7984,[H]OC(=O)C1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],,[H]OC(=O)C1([H])N([H])C([H])([H])C([H])([H])C1([H])[H]
2491,2741,2741,7985,[H]OC(=O)C1([H])N([H])C([H])([H])C([H])(O[H])C1([H])[H],,[H]OC(=O)C1([H])N([H])C([H])([H])C([H])(O[H])C1([H])[H]
2492,2742,2742,7986,[H]OC(=O)C([H])(N([H])[H])C([H])([H])c1c([H])c([H])c(OC(=O)C([H])([H])[H])c([H])c1[H],,[H]OC(=O)C([H])(N([H])[H])C([H])([H])c1c([H])c([H])c(OC(=O)C([H])([H])[H])c([H])c1[H]
2493,2743,2743,7987,[H]OC(=O)C1([H])N([H])C([H])([H])C1([H])[H],,[H]OC(=O)C1([H])N([H])C([H])([H])C1([H])[H]
2494,2744,2744,7988,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
2495,2745,2745,7989,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2496,2746,2746,7990,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2497,2747,2747,7991,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2498,2748,2748,7992,[H]OC(=O)C([H])([H])N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],,[H]OC(=O)C([H])([H])N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
2499,2749,2749,7993,[H]OC(=O)C([H])([H])C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],,[H]OC(=O)C([H])([H])C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2500,2750,2750,7994,[H]OC(=O)C([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H],,[H]OC(=O)C([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H]
2501,2751,2751,7995,[H]OC(=O)C([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],,[H]OC(=O)C([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
2502,2752,2752,7996,[H]OC(=O)C([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],,[H]OC(=O)C([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
2503,2753,2753,7997,[H]OC(=O)C([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],,[H]OC(=O)C([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
2504,2754,2754,7998,[H]OC(=O)C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],,[H]OC(=O)C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2505,2755,2755,7999,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
2506,2756,2756,8000,[H]N(C(=O)C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])[H],,[H]N(C(=O)C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])[H]
2507,2757,2757,8001,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])[H],,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])[H]
2508,2758,2758,8002,[H]OC(=O)C([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],,[H]OC(=O)C([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
2509,2759,2759,8003,[H]c1c([H])c([H])c(C(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])N([H])C([H])([H])C(=O)OC([H])([H])[H])c([H])c1[H],,[H]c1c([H])c([H])c(C(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])N([H])C([H])([H])C(=O)OC([H])([H])[H])c([H])c1[H]
2510,2760,2760,8004,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H],,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H]
2511,2761,2761,8005,[H]c1c([H])c([H])c(C(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])N([H])C([H])([H])C(=O)N([H])C([H])([H])C(=O)OC([H])([H])[H])c([H])c1[H],,[H]c1c([H])c([H])c(C(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])N([H])C([H])([H])C(=O)N([H])C([H])([H])C(=O)OC([H])([H])[H])c([H])c1[H]
2512,2762,2762,8006,[H]c1c([H])c([H])c(C([H])([H])C([H])(C(=O)OC([H])([H])[H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],,[H]c1c([H])c([H])c(C([H])([H])C([H])(C(=O)OC([H])([H])[H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
2513,2763,2763,8007,[H]N1C(=O)OC([H])([H])C1([H])[H],,[H]N1C(=O)OC([H])([H])C1([H])[H]
2514,2764,2764,8008,[H]c1c([H])c([H])c(C([H])([H])C([H])(C(=O)N([H])C([H])([H])C(=O)OC([H])([H])[H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],,[H]c1c([H])c([H])c(C([H])([H])C([H])(C(=O)N([H])C([H])([H])C(=O)OC([H])([H])[H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
2515,2765,2765,8009,[H]OC(=O)C([H])([H])N(C(=O)OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H],,[H]OC(=O)C([H])([H])N(C(=O)OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H]
2516,2766,2766,8010,[H]n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])oc1=O,,[H]n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])oc1=O
2517,2767,2767,8011,[H]c1c([H])c([H])c(C([H])([H])C([H])(C(=O)OC([H])([H])[H])N([H])C(=O)C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],,[H]c1c([H])c([H])c(C([H])([H])C([H])(C(=O)OC([H])([H])[H])N([H])C(=O)C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
2518,2768,2768,8012,[H]C1=C([H])C2([H])C([H])(O1)C1(Cl)OC(=O)OC12Cl,,[H]C1=C([H])C2([H])C([H])(O1)C1(Cl)OC(=O)OC12Cl
2519,2769,2769,8013,[H]C1=C([H])C2([H])OC1([H])C1(Cl)OC(=O)OC21Cl,,[H]C1=C([H])C2([H])OC1([H])C1(Cl)OC(=O)OC21Cl
2520,2770,2770,8014,[H]c1c([H])c([H])c(C([H])([H])C([H])(C(=O)OC([H])([H])[H])N([H])C(=O)C([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],,[H]c1c([H])c([H])c(C([H])([H])C([H])(C(=O)OC([H])([H])[H])N([H])C(=O)C([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
2521,2771,2771,8017,[H]OC1([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C3([H])C4([H])C([H])([H])C([H])([H])C([H])(C(=O)C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C32[H])C1([H])[H],,[H]OC1([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C3([H])C4([H])C([H])([H])C([H])([H])C([H])(C(=O)C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C32[H])C1([H])[H]
2522,2772,2772,8018,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C3([H])C4([H])C([H])([H])C([H])([H])C([H])(C(=O)C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C32[H])C1([H])[H],,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C3([H])C4([H])C([H])([H])C([H])([H])C([H])(C(=O)C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])([H])C32[H])C1([H])[H]
2523,2773,2773,8025,[H]OC(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],,[H]OC(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
2524,2774,2774,8030,[H]C([H])([H])C([H])(N=C1N(C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],,[H]C([H])([H])C([H])(N=C1N(C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
2525,2775,2775,8031,[H]C([H])([H])N=C1N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H],,[H]C([H])([H])N=C1N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H]
2526,2776,2776,8032,[H]C([H])=C1N(C([H])([H])[H])C1([H])[H],,[H]C([H])=C1N(C([H])([H])[H])C1([H])[H]
2527,2777,2777,8033,[H]C([H])=C1N(C([H])([H])C([H])([H])[H])C1([H])[H],,[H]C([H])=C1N(C([H])([H])C([H])([H])[H])C1([H])[H]
2528,2778,2778,8035,[H]C([H])([H])C(=C1N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H])C([H])([H])[H],,[H]C([H])([H])C(=C1N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H])C([H])([H])[H]
2529,2779,2779,8036,[H]C([H])([H])C([H])(N=C1N(C([H])(C([H])([H])[H])C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],,[H]C([H])([H])C([H])(N=C1N(C([H])(C([H])([H])[H])C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
2530,2780,2780,8037,[H]C([H])([H])C([H])(N=C1N(C([H])(C([H])([H])[H])C([H])([H])[H])N1C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],,[H]C([H])([H])C([H])(N=C1N(C([H])(C([H])([H])[H])C([H])([H])[H])N1C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
2531,2781,2781,8038,[H]C([H])([H])N1C(=NC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],,[H]C([H])([H])N1C(=NC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2532,2782,2782,8039,[H]C(=NC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],,[H]C(=NC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
