,Unnamed: 0.1,Unnamed: 0,id,SMILES_x,SMILES_y,smiles
0,0,0,4001,[H]OC1(C([H])=O)C(C([H])=O)=C([H])C([H])([H])C2([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C12C([H])([H])[H],,[H]OC1(C([H])=O)C(C([H])=O)=C([H])C([H])([H])C2([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C12C([H])([H])[H]
1,1,1,4002,[H]OC([H])([H])C1=C([H])C2(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C32C1([H])C([H])([H])[H],,[H]OC([H])([H])C1=C([H])C2(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C32C1([H])C([H])([H])[H]
2,2,2,4003,[H]C1=[N+]([O-])C(C([H])([H])[H])(C([H])([H])[H])N(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H],,[H]C1=[N+]([O-])C(C([H])([H])[H])(C([H])([H])[H])N(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H]
3,3,3,4004,[H]OC1([H])C([H])([H])C(C([H])=C([H])[H])(C([H])([H])[H])C([H])(C(=C([H])[H])C([H])([H])[H])C([H])([H])C1(OC(=O)C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],,[H]OC1([H])C([H])([H])C(C([H])=C([H])[H])(C([H])([H])[H])C([H])(C(=C([H])[H])C([H])([H])[H])C([H])([H])C1(OC(=O)C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
4,4,4,4006,[H]OC(=O)c1c(O[H])c(C([H])([H])[H])c(OC(=O)c2c(O[H])c(C([H])([H])[H])c(O[H])c([H])c2C(=C([H])C([H])([H])[H])C([H])([H])[H])c([H])c1C(=C([H])C([H])([H])[H])C([H])([H])[H],,[H]OC(=O)c1c(O[H])c(C([H])([H])[H])c(OC(=O)c2c(O[H])c(C([H])([H])[H])c(O[H])c([H])c2C(=C([H])C([H])([H])[H])C([H])([H])[H])c([H])c1C(=C([H])C([H])([H])[H])C([H])([H])[H]
5,5,5,4008,[H]OC(=O)C([H])(N([H])[H])C([H])([H])S(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],,[H]OC(=O)C([H])(N([H])[H])C([H])([H])S(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
6,6,6,4009,[H]Oc1c([H])c(O[H])c([H])c(C(=O)c2c(O[H])c([H])c(OC([H])([H])[H])c([H])c2OC2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C2([H])O[H])c1[H],,[H]Oc1c([H])c(O[H])c([H])c(C(=O)c2c(O[H])c([H])c(OC([H])([H])[H])c([H])c2OC2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C2([H])O[H])c1[H]
7,7,7,4010,[H]c1c([H])c([H])c2c(oc3c(OC([H])([H])[H])c([H])c4c(=O)c([H])c([H])c5c([H])c([H])c2c3c54)c1[H],,[H]c1c([H])c([H])c2c(oc3c(OC([H])([H])[H])c([H])c4c(=O)c([H])c([H])c5c([H])c([H])c2c3c54)c1[H]
8,8,8,4011,[H]C([H])([H])C1=C2C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C2([H])C2([H])C([H])(C([H])([H])C1=O)C2(C([H])([H])[H])C([H])([H])[H],,[H]C([H])([H])C1=C2C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C2([H])C2([H])C([H])(C([H])([H])C1=O)C2(C([H])([H])[H])C([H])([H])[H]
9,9,9,4012,[H]C1=C([H])C(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])Oc2c([H])c([H])c3c4c([H])c([H])c([H])c([H])c4n([H])c3c21,,[H]C1=C([H])C(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])Oc2c([H])c([H])c3c4c([H])c([H])c([H])c([H])c4n([H])c3c21
10,10,10,4015,[H]OC(=O)C([H])([H])C([H])([H])N1C([H])([H])SC(=S)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H])C1([H])[H],,[H]OC(=O)C([H])([H])C([H])([H])N1C([H])([H])SC(=S)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H])C1([H])[H]
11,11,11,4016,[H]OC(=O)C([H])([H])N1C([H])([H])SC(=S)N(C([H])([H])c2oc([H])c([H])c2[H])C1([H])[H],,[H]OC(=O)C([H])([H])N1C([H])([H])SC(=S)N(C([H])([H])c2oc([H])c([H])c2[H])C1([H])[H]
12,12,12,4018,[H]OC(=O)c1c([H])c([H])c(C2([H])C(C([H])=O)=C(Cl)N([H])C(C([H])([H])[H])=C2C(=O)OC([H])([H])[H])c([H])c1[H],,[H]OC(=O)c1c([H])c([H])c(C2([H])C(C([H])=O)=C(Cl)N([H])C(C([H])([H])[H])=C2C(=O)OC([H])([H])[H])c([H])c1[H]
13,13,13,4019,[H]OC([H])([H])C1([H])OC([H])(N([H])C(=O)C([H])([H])N([H])[H])C([H])(N([H])C(=O)C([H])([H])[H])C([H])(O[H])C1([H])O[H],,[H]OC([H])([H])C1([H])OC([H])(N([H])C(=O)C([H])([H])N([H])[H])C([H])(N([H])C(=O)C([H])([H])[H])C([H])(O[H])C1([H])O[H]
14,14,14,4020,[H]c1c([H])c(C2([H])C(C#N)=C(N([H])[H])N([H])C3=C2C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C3([H])[H])c([H])c([H])c1C(=O)OC([H])([H])[H],,[H]c1c([H])c(C2([H])C(C#N)=C(N([H])[H])N([H])C3=C2C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C3([H])[H])c([H])c([H])c1C(=O)OC([H])([H])[H]
15,15,15,4021,[H]Oc1c([H])c([H])c([H])c([H])c1N1C(=O)OC2([H])C1([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C2([H])O[H],,[H]Oc1c([H])c([H])c([H])c([H])c1N1C(=O)OC2([H])C1([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C2([H])O[H]
16,16,16,4023,[H]OC1([H])C([H])([H])C23OC4([H])C([H])([H])C([H])(C([H])([H])[H])C5(C(=O)OC([H])(c6c([H])oc([H])c6[H])C5([H])[H])C([H])(C1([H])[H])C42C([H])([H])OC3=O,,[H]OC1([H])C([H])([H])C23OC4([H])C([H])([H])C([H])(C([H])([H])[H])C5(C(=O)OC([H])(c6c([H])oc([H])c6[H])C5([H])[H])C([H])(C1([H])[H])C42C([H])([H])OC3=O
17,17,17,4025,[H]OC(=O)C([H])(N([H])[H])C([H])([H])c1c(SSc2nc([H])n(C([H])([H])[H])c2C([H])([H])C([H])(C(=O)O[H])N([H])[H])nc([H])n1C([H])([H])[H],,[H]OC(=O)C([H])(N([H])[H])C([H])([H])c1c(SSc2nc([H])n(C([H])([H])[H])c2C([H])([H])C([H])(C(=O)O[H])N([H])[H])nc([H])n1C([H])([H])[H]
18,18,18,4028,[H]OC([H])([H])C1([H])OC([H])(Oc2c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])C([H])(O[H])C([H])(O[H])C1([H])O[H],,[H]OC([H])([H])C1([H])OC([H])(Oc2c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
19,19,19,4029,[H]c1nc2nc([H])c([H])c([H])n2n1,,[H]c1nc2nc([H])c([H])c([H])n2n1
20,20,20,4030,[H]C1=C(C([H])([H])[H])C2([H])C3([H])C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C3([H])C1([H])[H],,[H]C1=C(C([H])([H])[H])C2([H])C3([H])C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C3([H])C1([H])[H]
21,21,21,4031,[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])c2oc([H])c(C([H])([H])[H])c2C1([H])[H],,[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])c2oc([H])c(C([H])([H])[H])c2C1([H])[H]
22,22,22,4034,[H]Oc1c2c(c([H])c3c1C(=O)OC3([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])=C2[H],,[H]Oc1c2c(c([H])c3c1C(=O)OC3([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])=C2[H]
23,23,23,4036,[H]C([H])=C([H])n1c([H])c([H])c([H])c1-c1nc([H])c([H])c([H])c1[H],,[H]C([H])=C([H])n1c([H])c([H])c([H])c1-c1nc([H])c([H])c([H])c1[H]
24,24,24,4037,[H]C([H])=C([H])n1c([H])c([H])c([H])c1-c1c([H])c([H])c([H])n1C([H])=C([H])[H],,[H]C([H])=C([H])n1c([H])c([H])c([H])c1-c1c([H])c([H])c([H])n1C([H])=C([H])[H]
25,25,25,4038,[H]c1c2c(nc3c1C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],,[H]c1c2c(nc3c1C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
26,26,26,4039,[H]ON=C(c1c([H])c([H])c(N([H])[H])c([H])c1[H])N([H])[H],,[H]ON=C(c1c([H])c([H])c(N([H])[H])c([H])c1[H])N([H])[H]
27,27,27,4040,[H]c1c([H])c([H])c2c(c1[H])c1c3c(c4c5c([H])c([H])c([H])c([H])c5n5c4c1n2C1([H])OC5(C([H])([H])[H])C([H])(OC([H])([H])[H])C([H])(N([H])C([H])([H])[H])C1([H])[H])C([H])([H])N([H])C3=O,,[H]c1c([H])c([H])c2c(c1[H])c1c3c(c4c5c([H])c([H])c([H])c([H])c5n5c4c1n2C1([H])OC5(C([H])([H])[H])C([H])(OC([H])([H])[H])C([H])(N([H])C([H])([H])[H])C1([H])[H])C([H])([H])N([H])C3=O
28,28,28,4042,[H]OC(=O)C1([H])OC(=O)C([H])([H])C1([H])[H],,[H]OC(=O)C1([H])OC(=O)C([H])([H])C1([H])[H]
29,29,29,4045,[H]OC1=C([H])c2c([H])oc(=O)c3c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])c(c23)C1=O,,[H]OC1=C([H])c2c([H])oc(=O)c3c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])c(c23)C1=O
30,30,30,4046,[H]OC(=O)C1([H])OC(=O)c2c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c3c(OC4([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C4([H])O[H])c(O[H])c([H])c1c23,,[H]OC(=O)C1([H])OC(=O)c2c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c3c(OC4([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C4([H])O[H])c(O[H])c([H])c1c23
31,31,31,4047,[H]OC1=C([H])c2c([H])c([H])c([H])c3c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])c(c23)C1=O,,[H]OC1=C([H])c2c([H])c([H])c([H])c3c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])c(c23)C1=O
32,32,32,4048,[H]Oc1c([H])c([H])c(C([H])=C([H])c2c([H])c(O[H])c3c(-c4c([H])c(O[H])c([H])c(O[H])c4[H])c(-c4c([H])c([H])c(O[H])c([H])c4[H])oc3c2[H])c([H])c1[H],,[H]Oc1c([H])c([H])c(C([H])=C([H])c2c([H])c(O[H])c3c(-c4c([H])c(O[H])c([H])c(O[H])c4[H])c(-c4c([H])c([H])c(O[H])c([H])c4[H])oc3c2[H])c([H])c1[H]
33,33,33,4049,[H]Oc1c(-c2c(OC3([H])OC([H])(C([H])([H])[H])C([H])(O[H])C([H])(O[H])C3([H])O[H])c([H])c([H])c3c([H])c([H])c(=O)oc23)c([H])c2c([H])c([H])c(=O)oc2c1[H],,[H]Oc1c(-c2c(OC3([H])OC([H])(C([H])([H])[H])C([H])(O[H])C([H])(O[H])C3([H])O[H])c([H])c([H])c3c([H])c([H])c(=O)oc23)c([H])c2c([H])c([H])c(=O)oc2c1[H]
34,34,34,4050,[H]OC([H])([H])C1=C([H])C([H])([H])C2([H])C([H])([H])C1([H])C2(C([H])([H])[H])C([H])([H])[H],,[H]OC([H])([H])C1=C([H])C([H])([H])C2([H])C([H])([H])C1([H])C2(C([H])([H])[H])C([H])([H])[H]
35,35,35,4051,[H]C([H])([H])N1OC2([H])C([H])([H])C([H])(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)N3C([H])([H])C2([H])C1(C([H])([H])[H])C3([H])[H],,[H]C([H])([H])N1OC2([H])C([H])([H])C([H])(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)N3C([H])([H])C2([H])C1(C([H])([H])[H])C3([H])[H]
36,36,36,4052,[H]C1=C([H])C([H])([H])C([H])(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)N(C([H])([H])C(=O)C([H])([H])[H])C1([H])[H],,[H]C1=C([H])C([H])([H])C([H])(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)N(C([H])([H])C(=O)C([H])([H])[H])C1([H])[H]
37,37,37,4053,[H]c1c([H])c([H])c(C([H])([N+]([H])([H])c2c([H])c([H])c([H])c([H])c2[H])P(=O)([O-])OC([H])([H])C([H])([H])[H])c([H])c1[H],,[H]c1c([H])c([H])c(C([H])([N+]([H])([H])c2c([H])c([H])c([H])c([H])c2[H])P(=O)([O-])OC([H])([H])C([H])([H])[H])c([H])c1[H]
38,38,38,4054,[H]c1nc([H])c([H])c(-c2c3c([n+]([O-])c4c2C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c1[H],,[H]c1nc([H])c([H])c(-c2c3c([n+]([O-])c4c2C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c1[H]
39,39,39,4055,[H]Oc1c([H])c2c(c([H])c1OC([H])([H])[H])-c1c(OC([H])([H])[H])c(O[H])c([H])c3c1C([H])(N([H])C([H])([H])C3([H])[H])C2([H])[H],,[H]Oc1c([H])c2c(c([H])c1OC([H])([H])[H])-c1c(OC([H])([H])[H])c(O[H])c([H])c3c1C([H])(N([H])C([H])([H])C3([H])[H])C2([H])[H]
40,40,40,4058,[H]OC(=O)C([H])([H])C([H])([H])C([H])(O[H])C(=O)O[H],,[H]OC(=O)C([H])([H])C([H])([H])C([H])(O[H])C(=O)O[H]
41,41,41,4059,[H]C1=C([H])C([H])([H])c2c([H])c(C3([H])c4c([H])c([H])c([H])c([H])c4C([H])([H])C3([H])[H])c([H])c([H])c21,,[H]C1=C([H])C([H])([H])c2c([H])c(C3([H])c4c([H])c([H])c([H])c([H])c4C([H])([H])C3([H])[H])c([H])c([H])c21
42,42,42,4061,[H]OC1([H])C([H])([H])C23C([H])(OC([H])([H])[H])OC1([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])(C3=C([H])C(=O)OC3([H])[H])C([H])([H])C([H])([H])C12O[H],,[H]OC1([H])C([H])([H])C23C([H])(OC([H])([H])[H])OC1([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])(C3=C([H])C(=O)OC3([H])[H])C([H])([H])C([H])([H])C12O[H]
43,43,43,4062,[H]OOC1([H])C2=C(C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)N1c1c(Cl)c([H])c([H])c([H])c1Cl,,[H]OOC1([H])C2=C(C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)N1c1c(Cl)c([H])c([H])c([H])c1Cl
44,44,44,4063,[H]OC1([H])C2=C(C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)N1c1c([H])c([H])c([H])c([H])c1[H],,[H]OC1([H])C2=C(C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)N1c1c([H])c([H])c([H])c([H])c1[H]
45,45,45,4064,[H]c1c([H])c(Cl)c(N2C(=O)C3=C(C([H])([H])C([H])([H])C([H])([H])C3([H])[H])S2(=O)=O)c(Cl)c1[H],,[H]c1c([H])c(Cl)c(N2C(=O)C3=C(C([H])([H])C([H])([H])C([H])([H])C3([H])[H])S2(=O)=O)c(Cl)c1[H]
46,46,46,4065,[H]C1=C(C([H])([H])[H])C2([H])C(=C(C([H])([H])[H])C([H])([H])C([H])(OC(=O)C(=C([H])[H])C([H])([H])[H])C3([H])C(=C([H])[H])C(=O)OC23[H])C1=O,,[H]C1=C(C([H])([H])[H])C2([H])C(=C(C([H])([H])[H])C([H])([H])C([H])(OC(=O)C(=C([H])[H])C([H])([H])[H])C3([H])C(=C([H])[H])C(=O)OC23[H])C1=O
47,47,47,4066,[H]OC1([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])(OC(=O)C(=C([H])[H])C([H])([H])[H])C2([H])C(=C([H])[H])C(=O)OC2([H])C([H])=C(C([H])([H])[H])C1([H])O[H],,[H]OC1([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])(OC(=O)C(=C([H])[H])C([H])([H])[H])C2([H])C(=C([H])[H])C(=O)OC2([H])C([H])=C(C([H])([H])[H])C1([H])O[H]
48,48,48,4067,[H]OC([H])([H])C1([H])OC([H])(OC([H])(C#N)c2c([H])c([H])c([H])c([H])c2[H])C([H])(O[H])C([H])(O[H])C1([H])O[H],,[H]OC([H])([H])C1([H])OC([H])(OC([H])(C#N)c2c([H])c([H])c([H])c([H])c2[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
49,49,49,4068,[H]C([H])=C1C([H])(OC(=O)C([H])([H])[H])C([H])([H])C2([H])C3([H])C1([H])C2(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C3(C([H])([H])[H])C([H])([H])[H],,[H]C([H])=C1C([H])(OC(=O)C([H])([H])[H])C([H])([H])C2([H])C3([H])C1([H])C2(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C3(C([H])([H])[H])C([H])([H])[H]
50,50,50,4069,[H]C([H])=C1C([H])(OC(=O)C([H])([H])[H])C([H])([H])C2(C([H])([H])[H])C([H])([H])C1([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C21C([H])([H])[H],,[H]C([H])=C1C([H])(OC(=O)C([H])([H])[H])C([H])([H])C2(C([H])([H])[H])C([H])([H])C1([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C21C([H])([H])[H]
51,51,51,4070,[H]Oc1c([H])c2c(c([H])c1C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C(=O)C([H])([H])C([H])(c1c([H])c([H])c3c(c1[H])C([H])=C([H])C(C([H])([H])[H])(C([H])([H])[H])O3)O2,,[H]Oc1c([H])c2c(c([H])c1C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C(=O)C([H])([H])C([H])(c1c([H])c([H])c3c(c1[H])C([H])=C([H])C(C([H])([H])[H])(C([H])([H])[H])O3)O2
52,52,52,4073,[H]Oc1c([H])c(C([H])([H])[H])c2c(oc3c([H])c(OC([H])([H])[H])c(Cl)c(C([H])([H])[H])c32)c1[H],,[H]Oc1c([H])c(C([H])([H])[H])c2c(oc3c([H])c(OC([H])([H])[H])c(Cl)c(C([H])([H])[H])c32)c1[H]
53,53,53,4074,[H]OC1([H])C([H])([H])C(O[H])(C([H])([H])[H])C23OC2([H])C([H])(O[H])C(O[H])(C([H])([H])[H])C3([H])C2([H])OC(=O)C(=C([H])[H])C12[H],,[H]OC1([H])C([H])([H])C(O[H])(C([H])([H])[H])C23OC2([H])C([H])(O[H])C(O[H])(C([H])([H])[H])C3([H])C2([H])OC(=O)C(=C([H])[H])C12[H]
54,54,54,4076,[H]Oc1c([H])c([H])c(C(=O)OC2([H])C([H])([H])C(C([H])([H])[H])=C([H])C([H])(O[H])C3(C([H])([H])[H])C(=O)C([H])([H])C(O[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C23[H])c([H])c1OC([H])([H])[H],,[H]Oc1c([H])c([H])c(C(=O)OC2([H])C([H])([H])C(C([H])([H])[H])=C([H])C([H])(O[H])C3(C([H])([H])[H])C(=O)C([H])([H])C(O[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C23[H])c([H])c1OC([H])([H])[H]
55,55,55,4077,[H]Oc1c([H])c([H])c(C(=O)OC2([H])C([H])([H])C(O[H])(C([H])([H])[H])C(=O)C([H])([H])C3(C([H])([H])[H])C([H])([H])C([H])([H])C(O[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C23[H])c([H])c1[H],,[H]Oc1c([H])c([H])c(C(=O)OC2([H])C([H])([H])C(O[H])(C([H])([H])[H])C(=O)C([H])([H])C3(C([H])([H])[H])C([H])([H])C([H])([H])C(O[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C23[H])c([H])c1[H]
56,56,56,4078,[H]Oc1c(OC([H])([H])[H])c([H])c([H])c(-c2oc3c([H])c(OC([H])([H])[H])c([H])c(O[H])c3c2C([H])=O)c1OC([H])([H])[H],,[H]Oc1c(OC([H])([H])[H])c([H])c([H])c(-c2oc3c([H])c(OC([H])([H])[H])c([H])c(O[H])c3c2C([H])=O)c1OC([H])([H])[H]
57,57,57,4079,[H]C([H])([H])C(=C1OC23C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C2(C([H])([H])[H])C1([H])C([H])([H])C3([H])[H])C([H])([H])[H],,[H]C([H])([H])C(=C1OC23C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C2(C([H])([H])[H])C1([H])C([H])([H])C3([H])[H])C([H])([H])[H]
58,58,58,4080,[H]C1=C([H])C(=C([H])C(=O)C([H])([H])OC(=O)c2c([H])c([H])c([H])c([H])c2[H])OC1=O,,[H]C1=C([H])C(=C([H])C(=O)C([H])([H])OC(=O)c2c([H])c([H])c([H])c([H])c2[H])OC1=O
59,59,59,4081,[H]OC1([H])C([H])([H])C2(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])C4([H])C([H])([H])C32C([H])([H])C([H])([H])C4(O[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])O[H],,[H]OC1([H])C([H])([H])C2(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])C4([H])C([H])([H])C32C([H])([H])C([H])([H])C4(O[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])O[H]
60,60,60,4083,[H]Oc1c([H])c([H])c(C2=C([H])c3c([H])c(C(C([H])=C([H])[H])(C([H])([H])[H])C([H])([H])[H])c(O[H])c([H])c3OC2([H])[H])c(OC([H])([H])[H])c1[H],,[H]Oc1c([H])c([H])c(C2=C([H])c3c([H])c(C(C([H])=C([H])[H])(C([H])([H])[H])C([H])([H])[H])c(O[H])c([H])c3OC2([H])[H])c(OC([H])([H])[H])c1[H]
61,61,61,4085,[H]Oc1c2c(c(O[H])c(OC([H])([H])[H])c1C([H])(C([H])([H])[H])C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C2=O,,[H]Oc1c2c(c(O[H])c(OC([H])([H])[H])c1C([H])(C([H])([H])[H])C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C2=O
62,62,62,4086,[H]OC1=C(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C(=O)C(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])=C(O[H])C1=O,,[H]OC1=C(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C(=O)C(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])=C(O[H])C1=O
63,63,63,4088,[H]Oc1c([H])c([H])c(C([H])=C([H])C(=O)OC([H])([H])C(C#N)=C([H])C([H])([H])OC2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])c([H])c1OC([H])([H])[H],,[H]Oc1c([H])c([H])c(C([H])=C([H])C(=O)OC([H])([H])C(C#N)=C([H])C([H])([H])OC2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])c([H])c1OC([H])([H])[H]
64,64,64,4090,[H]Oc1c([H])c([H])c2c(c1C([H])([H])[H])C([H])([H])C([H])([H])c1c-2c(C([H])(OC([H])([H])C([H])([H])[H])C([H])([H])[H])c([H])c(OC([H])([H])[H])c1C([H])([H])[H],,[H]Oc1c([H])c([H])c2c(c1C([H])([H])[H])C([H])([H])C([H])([H])c1c-2c(C([H])(OC([H])([H])C([H])([H])[H])C([H])([H])[H])c([H])c(OC([H])([H])[H])c1C([H])([H])[H]
65,65,65,4092,[H]Oc1c([H])c(C([H])([H])C([H])(O[H])C([H])([H])[H])oc(=O)c1C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],,[H]Oc1c([H])c(C([H])([H])C([H])(O[H])C([H])([H])[H])oc(=O)c1C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H]
66,66,66,4093,[H]OC([H])([H])C1([H])OC([H])(Oc2c(OC([H])([H])[H])c([H])c3c(=O)c4c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c4oc3c2[H])C([H])(O[H])C([H])(O[H])C1([H])O[H],,[H]OC([H])([H])C1([H])OC([H])(Oc2c(OC([H])([H])[H])c([H])c3c(=O)c4c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c4oc3c2[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
67,67,67,4094,[H]Oc1c([H])c([H])c([H])c([H])c1N1C(=O)OC2([H])C1([H])OC([H])(C([H])([H])OC1([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H])C([H])(O[H])C2([H])O[H],,[H]Oc1c([H])c([H])c([H])c([H])c1N1C(=O)OC2([H])C1([H])OC([H])(C([H])([H])OC1([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H])C([H])(O[H])C2([H])O[H]
68,68,68,4095,[H]Oc1c([H])c([H])c2c(c1[H])C(=O)C1=C(C2=O)C([H])=C([H])C([H])(C([H])([H])C([H])([H])C(=O)C([H])([H])[H])C1(C([H])=O)C([H])([H])[H],,[H]Oc1c([H])c([H])c2c(c1[H])C(=O)C1=C(C2=O)C([H])=C([H])C([H])(C([H])([H])C([H])([H])C(=O)C([H])([H])[H])C1(C([H])=O)C([H])([H])[H]
