4.740724340081214905e+00,2.373056486248970032e-01
2.829954959452152252e+00,3.749288246035575867e-01
2.257905341684818268e+00,2.250784635543823242e-01
1.730743981897830963e+00,1.287190616130828857e-01
5.029226094484329224e+00,4.834295064210891724e-01
4.842342436313629150e+00,2.462568506598472595e-01
2.335279621183872223e+00,1.738544553518295288e-01
6.455752253532409668e+00,3.211539238691329956e-01
5.347662046551704407e+00,2.596321143209934235e-01
4.278342053294181824e+00,2.424037829041481018e-01
5.383501946926116943e+00,3.941265121102333069e-01
1.832435466349124908e+00,1.286592707037925720e-01
2.710326574742794037e+00,2.724487707018852234e-01
7.777307927608489990e+00,3.669155016541481018e-01
3.791376203298568726e+00,2.848742343485355377e-01
3.110747598111629486e+00,1.810688711702823639e-01
6.101610511541366577e+00,3.248373791575431824e-01
6.561141461133956909e+00,2.803786098957061768e-01
4.502210766077041626e+00,4.734157398343086243e-01
1.357223391532897949e+01,6.706055998802185059e-01
4.938819631934165955e+00,3.087662160396575928e-01
6.614442169666290283e+00,3.462367504835128784e-01
3.488866984844207764e+00,4.527225717902183533e-01
4.930404201149940491e+00,3.461047634482383728e-01
3.390040993690490723e+00,4.550191760063171387e-01
4.497518390417098999e+00,3.193670511245727539e-01
1.941483467817306519e+00,1.127316802740097046e-01
3.473599627614021301e+00,1.594127155840396881e-01
4.076034575700759888e+00,2.580874785780906677e-01
5.544819310307502747e+00,3.019815683364868164e-01
3.115735761821269989e+00,3.292856737971305847e-01
1.796041056513786316e+00,2.279957011342048645e-01
9.212546795606613159e+00,5.498986318707466125e-01
4.102420061826705933e+00,3.035034053027629852e-01
7.231389731168746948e+00,2.878348901867866516e-01
5.374864116311073303e+00,7.759314030408859253e-01
2.597361803054809570e+00,2.990369126200675964e-01
3.096379153430461884e+00,1.483274344354867935e-01
5.314117297530174255e+00,3.951282799243927002e-01
2.681293524801731110e+00,2.208835817873477936e-01
1.791478320956230164e+00,9.036524221301078796e-02
3.913166001439094543e+00,3.991313651204109192e-01
6.022162735462188721e+00,3.432346880435943604e-01
6.909984350204467773e+00,3.211296349763870239e-01
1.336523890495300293e+00,8.826151490211486816e-02
3.365495800971984863e+00,3.036012314260005951e-01
3.931870684027671814e+00,3.166167438030242920e-01
6.048708409070968628e+00,4.055781662464141846e-01
6.555857509374618530e+00,3.359984606504440308e-01
7.059529423713684082e+00,5.537183582782745361e-01
6.721255183219909668e+00,5.689295753836631775e-01
5.137977749109268188e+00,3.213519230484962463e-01
5.892709270119667053e+00,3.571700304746627808e-01
1.731514930725097656e+00,1.054092403501272202e-01
5.310366302728652954e+00,4.064645245671272278e-01
7.552547007799148560e+00,5.051685124635696411e-01
4.218804463744163513e+00,2.750728465616703033e-01
6.585452705621719360e+00,3.173673152923583984e-01
1.637962460517883301e+00,3.887390345335006714e-01
5.767789855599403381e+00,3.700833022594451904e-01
6.148613989353179932e+00,3.313877433538436890e-01
6.777053326368331909e+00,2.867705002427101135e-01
4.827909171581268311e+00,4.383934661746025085e-01
4.080112650990486145e+00,3.103942237794399261e-01
6.086161360144615173e+00,2.652273885905742645e-01
7.994057238101959229e+00,4.521976411342620850e-01
2.623957209289073944e+00,2.267898805439472198e-01
6.854926049709320068e+00,3.085680305957794189e-01
5.653848499059677124e+00,2.827629446983337402e-01
3.987831622362136841e+00,2.028468623757362366e-01
6.790453195571899414e+00,3.104180097579956055e-01
4.091268405318260193e+00,3.488314896821975708e-01
2.727540582418441772e+00,2.201709337532520294e-01
2.965924330055713654e+00,2.227098122239112854e-01
4.792527481913566589e+00,3.994937241077423096e-01
1.991298235952854156e+00,1.049029268324375153e-01
4.213416948914527893e+00,3.701908513903617859e-01
3.812099248170852661e+00,3.093146719038486481e-01
4.001979529857635498e+00,4.105028137564659119e-01
4.184076562523841858e+00,6.350448727607727051e-01
4.135940968990325928e+00,2.096177078783512115e-01
4.044338315725326538e+00,4.224148020148277283e-01
6.837821751832962036e+00,3.837287053465843201e-01
4.850242286920547485e+00,3.555676341056823730e-01
6.168615818023681641e+00,2.573370933532714844e-01
3.654013946652412415e+00,3.672043606638908386e-01
6.161246821284294128e+00,4.150140658020973206e-01
8.028248697519302368e+00,5.404140055179595947e-01
8.887674659490585327e+00,4.438163340091705322e-01
5.272068455815315247e+00,2.933611162006855011e-01
4.364851862192153931e+00,3.789533302187919617e-01
2.024930715560913086e+00,1.118530333042144775e-01
2.849623933434486389e+00,4.535026848316192627e-01
1.282470207661390305e+00,2.094628848135471344e-01
4.452652484178543091e+00,2.704730257391929626e-01
4.801712930202484131e+00,3.161793202161788940e-01
3.906268253922462463e+00,2.307955734431743622e-01
6.249208748340606689e+00,3.604324534535408020e-01
6.023281440138816833e+00,3.606667369604110718e-01
3.602255135774612427e+00,3.417178243398666382e-01
6.421881914138793945e+00,4.903687909245491028e-01
5.050719901919364929e+00,4.195757582783699036e-01
8.156108856201171875e+00,5.624159425497055054e-01
3.031395375728607178e+00,1.791984960436820984e-01
5.540041625499725342e+00,6.377182900905609131e-01
2.873165160417556763e+00,3.393153846263885498e-01
4.496809840202331543e+00,3.213812038302421570e-01
7.044027000665664673e+00,2.485815808176994324e-01
2.696268819272518158e+00,4.480288550257682800e-01
4.730005562305450439e+00,1.956155151128768921e-01
6.018752232193946838e+00,5.216524377465248108e-01
1.038591563701629639e+00,3.926418721675872803e-01
3.723111748695373535e+00,2.617290057241916656e-01
2.925391308963298798e+00,1.895279623568058014e-01
1.097324956208467484e+00,2.999747730791568756e-01
4.050078615546226501e+00,4.648409783840179443e-01
2.086566947400569916e+00,1.787210069596767426e-01
5.947114154696464539e+00,3.034557215869426727e-01
3.748109191656112671e+00,3.885250166058540344e-01
5.410332232713699341e+00,3.670142590999603271e-01
2.236956916749477386e+00,2.206593379378318787e-01
5.642638728022575378e+00,4.199005663394927979e-01
2.753975242376327515e+00,3.183902800083160400e-01
4.197406023740768433e+00,5.478379502892494202e-01
2.102582901716232300e+00,1.333987619727849960e-01
4.066399484872817993e+00,3.874474763870239258e-01
3.402790427207946777e+00,2.554006874561309814e-01
5.702037736773490906e+00,5.074051395058631897e-01
5.177295207977294922e+00,5.995664745569229126e-02
3.333198279142379761e+00,3.216545283794403076e-01
1.695937290787696838e+00,1.850841380655765533e-01
6.765546649694442749e+00,3.625112399458885193e-01
3.742729872465133667e+00,3.347281739115715027e-01
3.982206434011459351e+00,2.558162063360214233e-01
4.992456361651420593e+00,3.452519327402114868e-01
5.457440391182899475e+00,2.827921323478221893e-01
7.698709517717361450e+00,2.865708805620670319e-01
4.979979991912841797e+00,3.261256217956542969e-01
2.801613509654998779e+00,1.658294536173343658e-01
6.298401951789855957e+00,3.446913510560989380e-01
4.197937622666358948e+00,1.998600177466869354e-01
7.881668955087661743e+00,4.627567157149314880e-01
5.036869645118713379e+00,3.103576600551605225e-01
7.547202706336975098e+00,5.637029558420181274e-01
4.417986050248146057e+00,2.513831853866577148e-01
4.924048855900764465e+00,3.572918847203254700e-01
2.522936090826988220e+00,1.710460335016250610e-01
5.114696919918060303e+00,3.897700458765029907e-01
4.722815006971359253e+00,2.886846475303173065e-01
