,file,smiles
2180,20212937,C=1(C(=C(C(=C(C1F)F)C#CC=2C(=C(C(=C(C2[H])[H])Br)[H])[H])F)F)F
2186,20230475,C1(=C(C(=C(C2=C1N=C(C(O2)=C(C([H])([H])[H])[H])C(=O)OC([H])([H])[H])[H])[H])Br)[H]
2187,20052107,C=1(C(C2(C(C1OC([H])([H])[H])(C(C(=C2OC([H])([H])[H])C#N)(Br)[H])C([H])([H])[H])C([H])([H])[H])(Br)[H])C#N
2188,20230016,C1(N(C2(C(OC1(C([H])([H])[H])[H])(N(C(C(O2)(C([H])([H])[H])[H])([H])[H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C(=O)C([H])([H])[H])([H])[H]
2189,10016875,C(=O)(SC(C([H])([H])[H])([H])[H])C([H])([H])[H]
2190,10024052,C1(=C(C(=C(C2=C1C(=C(N=C2N([H])[H])[H])F)[H])[H])[H])[H]
2192,20180699,C=1(C(=C(N=C(C1[H])C2=NC(=C(C(=C2[H])[H])[H])[H])C3=C(C(=C(C(=N3)[H])[H])[H])[H])[H])OC(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H]
2193,10019179,O1C(C(N(C1(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])C(=O)C(C(OC(C([H])([H])[H])([H])[H])=O)([H])[H])(C(OC([H])([H])[H])=O)[H])([H])[H]
2194,20050430,C1(=NC(=C(C(N1[H])(C([H])([H])[H])C([H])([H])[H])[H])C([H])([H])[H])[H]
2195,20035571,C1(=C(C(=C(C(=C1[H])C(N(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H])[H]
2196,20180425,C=1(SC(=C(C1[H])[H])C2=C(C(=C(C(=C2[H])OC([H])([H])[H])[H])[H])[H])C(=O)OC([H])([H])[H]
2197,20045217,C(=C(C#N)N([H])[H])(N([H])[H])C#N
2199,20027547,C1(SC(C(OC1=O)([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2200,60000005,C=1(C(C(C(C(C1[H])([H])[H])(C(C([H])([H])[H])=C([H])[H])[H])([H])[H])=O)C([H])([H])[H]
2202,30085418,C12(C3(N(C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])C(C(C1([H])[H])(C4(C(C(C(C(N4C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])[H])O[H]
2206,20035549,C=1(C(=C(C(=C(C1C(=O)[H])O[H])[H])[H])O[H])[H]
2207,20143928,C1(=C(C(=C(C(=C1C(=O)N(C(C(O[H])=O)(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])[H])[N+](=O)[O-])[H])[N+](=O)[O-])[H]
2210,20044477,C1(=C(C(=C(C(=C1C(=O)C([H])([H])[H])Cl)[H])Cl)F)[H]
2211,10016217,O1N=C(C(=C1[H])[H])[H]
2215,10025201,C1(=C(C(=C(C2=C1C(=C(O2)Cl)C(C(=O)OC([H])([H])[H])([H])[H])[H])[H])[H])[H]
2219,10023739,C1(=C(C(=C(C2=C1N=C(N2C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H]
2222,10023803,C1(C(=C(N(C(N1C(C([H])([H])[H])([H])[H])=O)[H])Cl)[H])=O
2223,20055511,C(C(=C(C(=O)N(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H])([H])([H])[H]
2224,20212916,C1(OC(C(C1(O[H])[H])(O[H])[H])=O)(C(O[H])([H])[H])[H]
2225,20027411,C(B(OC(=C(C([H])([H])[H])C([H])([H])[H])Br)OC(=C(C([H])([H])[H])C([H])([H])[H])Br)([H])([H])[H]
2226,20032679,C=1(C(=C(C(=C(C1C(=O)OC([H])([H])[H])N(C2(C(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])Cl)[H])[H])[H]
2227,10016909,C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(=O)O[H]
2228,2866,[N-]1C2=C(C(=C(C(=C2C=3C(=C([N+]4=C(C31)C(C(C(C4([H])[H])=C(C([H])([H])[H])[H])(C(C(O[H])([H])[H])([H])[H])[H])([H])[H])[H])[H])[H])[H])[H])[H]
2229,20213007,C(S[Se]C(F)(F)F)(Cl)(Cl)Cl
2230,20213024,C1(=C(C(=C(C(=C1[H])N(C([H])([H])[H])C(C#CC([H])([H])[H])([H])[H])[H])I)[H])[H]
2231,20123207,C=1(N=C(N=NC1C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])N([H])[H])[H]
2233,20217995,C1(=C(C(=C(C(=C1C2(C(O2)(C(=O)OC(C([H])([H])[H])([H])[H])[H])[H])[H])[H])[H])[H])[H]
2234,10019130,C1(C2(C(N(C(C(=C1[H])[H])(C(=O)OC([H])([H])[H])C2([H])[H])C(=O)C(C3=C(N(C=4C3=C(C(=C(C4[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])[H])(Cl)[H]
2235,20040824,C=1(C(N2C(=C(C(=C2[H])[H])[H])[H])([H])[H])C(=C(C(=C(C1[H])Cl)[H])[H])[H]
2236,10017640,C1(C(C(C(N(C1(C(C(=C(C([H])([H])[H])C(O[H])([H])[H])[H])([H])[H])[H])[H])(C=2C(=C(OC2[H])[H])[H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H]
2238,10023869,C1(=C(C(=C(C2=C1C(=C(S2=O)[H])Cl)[H])[H])[H])[H]
2239,20181976,C1(C(=C(C(=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])=C([H])[H]
2241,10025173,C=1(C(=C(C(=C(C1[H])[H])C(C([H])([H])[H])(N([H])[H])[H])[H])[H])OC([H])([H])[H]
2242,20133337,C1(C(C2(C(C1(I)[H])(C(C(C2(I)[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H]
2243,2374,C1(C=2C(C(C(C2C3(OC(C(C3(C(C1([H])[H])(OC(C(=C(C([H])([H])[H])[H])C([H])([H])[H])=O)[H])[H])(C([H])([H])[H])[H])=O)[H])(C([H])([H])[H])O[H])([H])[H])(O[H])[H])(O[H])C([H])([H])[H]
2246,20181407,C(Br)(C(C(C(=C([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H]
2249,10008602,C1(=C(C(=C(C(=C1[H])[H])[H])[H])N([H])[H])C(=O)OC([H])([H])[H]
2250,20040809,C=1(N(C(=C(C1[H])[H])[H])C=2C(=C(C(=C(C2[H])[H])Cl)[H])[H])[H]
2252,10008794,C1(C(C(C(O1)([H])[H])([H])[H])([H])[H])(C(O[H])([H])[H])[H]
2254,20109409,C=12N3C(N=C(C1C(=NC(=C2[H])[H])C([H])([H])[H])[H])=C(C(=N3)[H])[H]
2256,20037351,C1(C(C(OC(C1([H])[H])([H])[H])(OC([H])([H])[H])[H])([H])[H])([H])[H]
2257,20191833,C1(=C(C(=O)N(C2=C1C(C(=C(C2=O)[H])[H])=O)[H])[H])C(C(C(=C([H])[H])[H])([H])[H])([H])[H]
2258,20071926,C1(C(C(C(C(C1(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
2259,20213294,C1(C(C(C23C(C4(C1(C(C(O4)=O)(C([H])([H])[H])[H])[H])[H])(C5(C(C2(O3)[H])(O5)[H])C([H])([H])[H])[H])(C([H])([H])[H])O[H])([H])[H])(OC(=O)C(=C(C([H])([H])[H])[H])C([H])([H])[H])[H]
2261,20143959,C1(=C(C(=C(C(C1=O)=O)[H])N(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])C([H])([H])[H])N(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])C([H])([H])[H])[H]
2265,20092492,C12=C(C(=C(C(=O)N2C(C3(C(N(C(C1(C3([H])[H])[H])([H])[H])C(C4(C5(C6(C(N7C(C(C(C(C7(C(C(N5C(=O)C(C4([H])[H])([H])[H])([H])[H])(C6([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])O[H])[H])([H])[H])([H])[H])[H])([H])[H])[H])[H])[H]
2268,10016608,C(C(C([H])([H])[H])(Cl)Cl)([H])([H])[H]
2269,20181293,C(N(C(C=1C(=C(C(=C(C1[H])[H])[H])[H])[H])([H])[H])S(C2=C(C(=C(C(=C2[H])[H])C([H])([H])[H])[H])[H])(=O)=O)#CC#CC#CC=3C(=C(C(=C(C3[H])[H])C#N)[H])[H]
2270,20212515,C1(=C(C(=C(C2=C1C(=C(C(=C2Br)[H])[H])C([H])([H])[H])[H])[H])[H])[H]
2275,20025919,C1(=C(C(=NN2C1=NC(=C(C2=O)[H])[H])Cl)[H])[H]
2276,75358,C=1(N(C(C(=C(C1[H])[H])[H])=S)C([H])([H])[H])C([H])([H])[H]
2277,20050542,C1(=C(C(=C(C2=C1C(N(C2=O)SC([H])([H])[H])=O)[H])[H])[H])[H]
2280,20145103,C=1(C(=C(C(=C(C1Br)Br)Br)Br)Br)Br
2282,88757,C1(=C(C(=C(C(=C1C(O[H])(C([H])([H])[H])[H])I)C([H])([H])[H])[H])[H])[H]
2283,20180764,C=1(C(=C(C(=C(C1[H])[H])F)[H])Br)N(C(C(C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])C(=C([H])[H])[H])=O)[H]
2284,10022883,C(N(C([H])([H])[H])C([H])([H])[H])#CC(=O)C1=C(C(=C(C(=C1[H])[H])[H])[H])[H]
2285,20040434,C1(=C(C(=C(C(=C1F)Cl)[H])[H])[H])Cl
2287,20123593,C1(C(=C(C2=C(O1)C3=C(C4=C2OC(C(C4(O[H])[H])(C([H])([H])[H])[H])(C([H])([H])[H])[H])OC(C(=C3C(C(C([H])([H])[H])([H])[H])([H])[H])[H])=O)[H])[H])(C([H])([H])[H])C([H])([H])[H]
2291,20032323,C=1(N(C(=C(C1C([H])([H])[H])C([H])([H])[H])[H])[H])[H]
2293,20051738,C=1(OC(=C(C1[H])[H])[H])C(SC(=O)[H])([H])[H]
2294,2694,C1(C(C(C2(C(C2([H])[H])(C([H])([H])[H])C3=C(C(C(C31[H])(C([H])([H])[H])[H])=O)[H])[H])=O)(C([H])([H])[H])C([H])([H])[H])([H])[H]
2296,20032681,C=1(C(=C(C(=C(C1C(=O)OC([H])([H])[H])N([H])[H])O[H])[H])[H])[H]
2299,20213301,C=1(C(=C(C(=C(C1[H])[H])C(=[N+]([H])[H])N([H])[H])[H])[H])OC([H])([H])[H]
2300,20039295,C1(=C(C(=C(C2=C1C(=O)OC2(C(C(O[H])(C(O[H])(C([H])([H])[H])[H])[H])([H])[H])[H])[H])[H])[H])O[H]
2302,10016066,C1(C(OC(SC1([H])[H])([H])[H])([H])[H])([H])[H]
2304,20054402,C1(=C(C(=C(C(=C1C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])[H])[H])[H]
2306,20191828,C1(C(C(C(C1([H])[H])([H])[H])(C(=O)O[H])[H])([H])[H])(N([H])[H])C(=O)O[H]
2307,10119046,C=1(C(=C(C(=C(C1I)Br)[H])[H])[H])Br
2308,20045945,C1(=NN(C(=N1)C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])S[H]
2310,10019332,C1(C(C(C(C2(O1)C(C(=C(C(O2)([H])[H])[H])[H])(OC(=O)C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
2311,10017892,C=1(OC(=C(C1[H])[H])[H])C(C(C(OC([H])([H])[H])=O)(C([H])([H])[H])C([H])([H])[H])(O[H])[H]
2312,10025166,C1(=C(C(=C(C(=C1C(=NC([H])([H])[H])[H])[H])[H])OC([H])([H])[H])[H])[H]
2313,10008031,C(C(C(C(C(C(O[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
2315,20055493,C=1(C(C(C(C1[H])([H])[H])([H])[H])([H])[H])SC([H])([H])[H]
2318,20181255,C(C(C([H])([H])[H])(C([N+](=O)[O-])([H])[H])[H])([N+](=O)[O-])([H])[H]
2321,20182165,C=1(C(=C(C(=C(C1C([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])[H])[H])Br)C(=O)[H])OC([H])([H])[H]
2323,20212429,C1(=C(C(OC(=C1C(=O)OC([H])([H])[H])C([H])([H])[H])=O)[H])[H]
2324,20200819,O(C(=O)C(C([H])([H])[H])(C=1C(=C(C(=C(C1[H])[H])[H])[H])[H])[H])[H]
2325,20218182,C1(OC2(C(C(=C1[H])C([H])([H])[H])(C(C3(C(C2=C([H])[H])(C(OC(C3=C(C(=C(C(O[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])=O)([H])[H])[H])[H])([H])[H])[H])[H])=O
2326,20208281,O(C(C=1C(=C(C(=C(C1[H])[H])[H])[H])C([H])([H])[H])([H])[H])[H]
2327,76482,C(C(O[H])(C([H])([H])[H])[H])(C(=C([H])[H])C(C(OC(C([H])([H])[H])([H])[H])(OC(C([H])([H])[H])([H])[H])[H])([H])[H])(O[H])[H]
2328,20221567,C=1(N2C(C(=C(N1)[H])O[H])=NN=C2[H])[H]
2330,10008900,C(=C([H])[H])=O
2332,10016176,C=1(C(=C(OC(C1[H])=O)[H])[H])[H]
2333,2518,C(C(=O)OC([H])([H])[H])(=C(C([H])([H])[H])C(C(C([H])([H])[H])(C(C(=C([H])[H])C(C(C(=C(C(=C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])[H]
2334,20230077,C=1(C(=NC2=C(C1[H])C(=C(C3=C2N=C(C(=C3[H])[H])[H])[H])[H])C([H])([H])[H])[H]
2335,75000,C=1(C(=C(C(=C(C1[H])[H])[H])N(C(=S)N(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])[H])[H]
2338,20045182,C(OC(=C(C#N)[H])[H])([H])([H])[H]
2341,20025939,C1(=C(C(N(N2C1=NC(=C(C2=O)[H])C(=O)OC([H])([H])[H])[H])=O)[H])[H]
2342,20032715,C1(=C(C(=C(C(=C1C([H])([H])[H])O[H])[H])C([H])([H])[H])[H])O[H]
2343,20204186,C=12C3=C(C(=C(C1C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])C([H])([H])[H])C(OC3=O)(C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])[H]
2344,10023961,C=1(C(=C(C(=C(C1[H])[H])[H])[H])[H])S(C2=C(C(=C(C(=C2[H])[H])[H])[H])Br)(=O)=O
2345,20203790,C1(=C(C(=C(C2=C1C(C3=C(C2=O)C=4C(C(C(C(C4C(=C3[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])OC([H])([H])[H]
2346,20230233,C1(OC(C1(C([H])([H])[H])[H])([H])[H])(C([H])([H])[H])[H]
2347,30101364,C1(C2=C(C3=C1C(=C(C(=C3[H])[H])[H])[H])C(=C(C(=N2)[H])[H])[H])=O
2348,10008865,C(C(C(C([H])([H])[H])([H])[H])([H])[H])(=O)[H]
2350,20044864,C1(=C(C(=C(C(=C1C(=O)[H])O[H])[N+](=O)[O-])[H])Br)[H]
2351,40116949,C1(OC2(C(C1([H])[H])(C3=C(C(C(C(C3([H])[H])([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C(C2(C([H])([H])[H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])(C(C(=O)OC([H])([H])[H])([H])[H])C([H])([H])[H]
2353,10009276,C(=C=NC1=C(C(=C(C(=C1[H])[H])[H])[H])[H])(C([H])([H])[H])C([H])([H])[H]
2354,20250741,C1(=C(C(=C(C(=C1C(=C(C(OC(C(C(C([H])([H])[H])([H])[H])([H])[H])=O)([H])[H])[H])[H])[H])[H])[H])[H])[H]
2355,20191710,C1(C(C(C(=C1[H])C([H])([H])[H])([H])[H])(C(=C(C([H])([H])[H])C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])[H])[H])=O
2357,20212942,C1(C(=C(N(C(C1([H])[H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])([H])[H])[H])[H])=O
2361,20218047,C1(OC(=C(O1)C(=O)OC(C([H])([H])[H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H]
2362,20147320,C1(=C(C(=C(C2=C1C(C(N2[H])(C([H])([H])[H])[H])([H])[H])[H])[H])[H])[H]
2363,20037748,C1(=C(C(=NC(=C1[N+](=O)[O-])[H])[H])[H])C(=O)OC([H])([H])[H]
2367,20031274,[C-]#[N+]C(=C(C([H])([H])[H])[H])[H]
2368,20181472,C1(C(C2(C(C1(C([H])([H])[H])C([H])([H])[H])(O2)C([H])([H])[H])C(C#N)([H])[H])([H])[H])([H])[H]
2369,10003577,C1(C2(C3(C(C(=C(Br)C(C([H])([H])[H])([H])[H])O2)(C(C(C(=C(C#C[H])[H])[H])(Cl)[H])(C1(O3)[H])[H])[H])[H])[H])([H])[H]
2370,76501,C1(C(C(C(=C2C1(C(C(C2([H])[H])([H])[H])([H])[H])[N+](=O)[O-])C(=O)OC([H])([H])[H])=O)([H])[H])([H])[H]
2371,2384,C1(=C(C(=C2C(C(C(OC2=C1[H])([H])[H])(C3=C(C(=C(C(=C3[H])C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])OC([H])([H])[H])[H])O[H])[H])=O)O[H])[H])O[H]
2372,20050524,C1(=C(C(=C(C2=C1N=C(N(C2=O)[H])[H])[H])[H])[H])[H]
2373,74189,C1(=C(C(=C(C(=C1C#N)[N+](=O)[O-])[H])OC([H])([H])[H])OC([H])([H])[H])[H]
2374,20212508,C12(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])SC(C(S2)([H])[H])([H])[H]
2375,30001427,C1(SB(SC2=C(C(=C(C(=C2[H])[H])[H])[H])[H])SC3=C(C(=C(C(=C3[H])[H])[H])[H])[H])=C(C(=C(C(=C1[H])[H])[H])[H])[H]
2376,20224409,C1(C=2C(=C(C(=C(C2[H])[H])[N+](=O)[O-])[H])[H])(SC(C(C(O1)([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])C([H])([H])[H]
2378,10017897,C1(=C(C(=C(C2=C1C(C(C(O2)(C3=C(C(=C(C(=C3[H])OC(=O)C([H])([H])[H])OC(=O)C([H])([H])[H])[H])[H])[H])(OC(=O)C([H])([H])[H])[H])([H])[H])[H])O[H])[H])OC(=O)C([H])([H])[H]
2379,20213356,C1(C(=C(N(C(N1[H])=S)[H])C=2C(=C(C(=C(C2[H])[H])[H])[N+](=O)[O-])[H])C#N)=O
2380,20055207,C1(C(C(C(C(C1(F)[H])(Br)[H])([H])[H])([H])[H])([H])[H])([H])[H]
2382,20044480,C=1(N=C(OC1C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H]
2383,20025423,C1(OC(C(C1(C([H])([H])[H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H]
2384,20032759,C=1(C(=C(C(=C(C1[H])OC(C([H])([H])[H])([H])[H])[H])[H])[H])O[H]
2385,20054427,C(#N)[Se]C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
2386,2361,C=1(C(=C(C(=C(C1[H])[H])[H])C(C=2C(N(C(=C(C2C(=O)[H])[H])[H])O[H])([H])[H])([H])[H])[H])[H]
2387,20144360,C=12N=C(C(=NC1N=C(N(C2=O)[H])[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H]
2388,20218778,C1(=C(C(=C(C(=C1C#CC(N2C(C(C(C2([H])[H])([H])[H])([H])[H])(C(=O)O[H])[H])([H])[H])[H])[H])[H])[H])[H]
2389,10023710,C1(=C(C(=C(C2=C1N=NN2C(OC(C([H])([H])[H])(C([H])([H])[H])[H])(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])[H])[H])[H])[H]
2395,20224172,C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C#N)N(C(C([H])([H])[H])(C([H])([H])[H])[H])[H]
2396,10008070,O(C1(C(OC(C(O[H])([H])[H])(C(O[H])(C1(O[H])[H])[H])[H])(OC2=C(C3=C(C(=C2[H])[H])C4=C5C(=NC(=C4[H])[H])C(=C(C(N35)=O)[H])[H])[H])[H])[H])[H]
2397,75678,C1(C(C(C(C(C1(C(=O)[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
2398,20209475,O1C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])=C(C(=C1[H])[H])[H]
2399,20212534,C=1(C(=C(C(=C(C1[H])[H])C(=[N+]([H])[H])N([H])[H])[H])[H])C([H])([H])[H]
2402,10009007,C1(C(C(C([H])([H])[H])(C([H])([H])[H])[H])(N(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])(N1[H])[H])=O)[H])[H])=O
2403,20027401,C=1(C(=C(C(=C(C1[H])[H])B2OB(C=3C(=C(C(=C(C3[H])[H])[H])[H])[H])OB(C=4C(=C(C(=C(C4[H])[H])[H])[H])[H])O2)[H])[H])[H]
2405,10017830,C1(C(C(C(N1C2=C(C(=C(C(=C2[H])[H])[H])[N+]([O-])=O)[H])=O)=C(N3C(C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])=O
2406,30102037,C1(=C(C(=C(C2=C1C(=C3C(=C2O[H])C(C(=C(C3(C([H])([H])[H])C([H])([H])[H])O[H])C([H])([H])[H])=O)[H])O[H])C(=O)C([H])([H])[H])C([H])([H])[H])[H]
2407,20053274,C(=O)(C(=C(C([H])([H])[H])C([H])([H])[H])C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H]
2408,20143190,C(=C(C(=NO[H])[H])[H])([N+](=O)[O-])[H]
2409,20182714,C1(=C(C(=C(C2=C1C(C(N(C2(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])[H])O[H])O[H])[H]
2410,30100240,C1(C2=C(C(C(C1(C([H])([H])[H])[H])([H])[H])([H])[H])C(C(S2(=O)=O)([H])[H])([H])[H])([H])[H]
2411,20212471,C1(OC(C(C(C1(OC(=O)C([H])([H])[H])[H])(OC(=O)C([H])([H])[H])[H])(OC(=O)C([H])([H])[H])[H])(F)[H])(C(OC(=O)C([H])([H])[H])([H])[H])[H]
2412,20055562,C1(OC(C(=C1O[H])C([H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])=O
2414,20182354,C1(=C(C(=C(C2=C1C(C3=C(N2[H])C(=C(C4=C3OC(C(O4)([H])[H])([H])[H])[H])[H])=O)[H])[H])[H])[H]
2416,20248620,C1(=C(N=C(N1C([H])([H])[H])P(C2(C(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])C3(C(C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H]
2417,20221663,C12(N(C(=O)OC1=O)C(C3=C(C2([H])[H])C(=C(C(=C3[H])[H])[H])[H])([H])[H])[H]
2418,76513,C1(C(C(C(C(=C1C([H])([H])[H])C(=O)C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
2419,20028234,C=1(C(=C(C(=C(C1[H])[H])[H])[H])C(C(=C2C(C2([H])[H])([H])[H])[H])(C(C(=O)OC([H])([H])[H])(C(=O)OC([H])([H])[H])[H])[H])[H]
2420,10017930,C1(OC(C(O1)([H])[H])([H])[H])=C(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2421,30101012,C1(=C(C(=C(C(=C1C#N)F)[H])[H])Br)[H]
2422,20224244,C=1(N(C(=NC1C(F)(F)F)[H])C([H])([H])[H])C2=C(C(=C(C(=C2[H])[H])C([H])([H])[H])[H])[H]
2424,20025814,C12=C(C(=C(C(=N1)Cl)[H])Cl)ON=C2C([H])([H])[H]
2425,30100625,C=1(C(=C(C(=C(C1[H])[H])[H])C(=C(C(C(C([H])([H])[H])(C(=O)OC([H])([H])[H])[H])(O[H])[H])[H])[H])[H])[H]
2427,10024485,C(=C(C(O[H])([H])[H])Br)(C(O[H])([H])[H])Br
2428,20026672,C=1(C(C2(C(=C(C(C3(C2(O3)[H])[H])=O)[H])[H])ON1)([H])[H])C(=O)OC([H])([H])[H]
2429,10022463,C=1(C(=C(C(=C(C1[H])[H])C#N)OC(C(C(C([H])([H])[H])([H])[H])(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])[H])C([H])([H])[H]
2430,10016038,C1(C(N1C([H])([H])[H])([H])[H])([H])[H]
2431,20180847,C1(C(=C(C(=C(N1C(=O)OC2(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H])([H])[H]
2432,10018424,C1(=NC(=C(C(=C1[H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])N(C([H])([H])[H])[H])C(=O)OC(C([H])([H])[H])([H])[H]
2433,20141873,C(N(C(C1=C(C(=C(C(=C1[H])[H])OC([H])([H])[H])[H])[H])([H])[H])[H])(=O)N(C(C=2C(=C(C(=C(C2[H])[H])OC([H])([H])[H])[H])[H])([H])[H])[H]
2434,20181113,C1(=C(C(=C(C2=C1C3(C(C(O2)([H])[H])([H])[H])C(C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])(N([H])[H])[H])OC([H])([H])[H])[H])[H])[H]
2436,20050540,C1(=C(C(=C(C2=C1C(N(C2=O)C(O[H])([H])[H])=O)[H])[H])[H])[H]
2438,20032304,C=1(N(C(=C(C1[H])[H])[H])C([H])([H])[H])C(C(=O)OC([H])([H])[H])([H])[H]
2439,10019141,C1(=C(C(=C(N1[H])[H])[H])[H])C=2N(C=3C(N2)=C(C(=C(C3[H])[H])[H])[H])[H]
2440,20209573,O=C(N([H])[H])C(C=1C=2C(N(C1[H])[H])=C(C(=C(C2[H])[H])[H])[H])([H])[H]
2441,20041109,C1(C2=C(N(C3=C1C(=C(C(=C3[H])[H])[H])[H])[H])C(=C(C(=C2[H])[H])[H])[H])=S
2443,20181644,C1(OC(C(=C1Cl)Cl)=O)(C(Cl)(Cl)Cl)O[H]
2444,20180445,C1(=C(C(=NC2=C1C(C(=C(C2=O)[H])[H])=O)C([H])([H])[H])C([H])([H])[H])C=3C(=C(C(=C(C3[H])[H])[H])[H])[H]
2445,10024021,C1(=C(C(=C(C2=C1C(=C(N=C2[H])[H])[H])[H])[H])C([H])([H])[H])[H]
2448,88379,C=1(C(=C(C(=C(C1[H])S[H])[H])[H])[N+](=O)[O-])[H]
2449,10008954,C1(=NC(=C(C(=N1)[H])[H])[H])[H]
2450,20182716,C1(=C(C(=NC2=C1C(=NN2C(C([H])([H])[H])([H])[H])[H])[H])C#N)[H]
2451,10023055,C1(C(C(C(C2=C1C(=NC(N2[H])=O)C(F)(F)F)([H])[H])([H])[H])([H])[H])([H])[H]
2454,30000606,C(S(O[H])=O)(C([H])([H])[H])(C([H])([H])[H])[H]
2455,10018175,C1(=C(C(=C(C(=C1[H])C([H])([H])[H])C(N2C(C3(N(C3(C2=O)[H])C([H])([H])[H])[H])=O)(C(O[H])([H])[H])[H])OC([H])([H])[H])[H])[H]
