Original_SMILES,Canonical_SMILES,Source_Dataset,Source_ID
C#C,C#C,NPNMR,NP0046540
OCCC#CC#CC#C,C#CC#CC#CCCO,NPNMR,NP0049282
O=CC#C,C#CC=O,NPNMR,NP0087640
O=CCC#C,C#CCC=O,NPNMR,NP0087655
OCC(O)CC(O)CCCCCCCCCCCC#C,C#CCCCCCCCCCCCC(O)CC(O)CO,NPNMR,NP0048245
CC(=O)OCC(O)CC(O)CCCCCCCCCCCC#C,C#CCCCCCCCCCCCC(O)CC(O)COC(C)=O,NPNMR,NP0144832
OCCC#C,C#CCCO,NPNMR,NP0002711
[H][C@](N)(CCC#C)C(O)=O,C#CCC[C@H](N)C(=O)O,NPNMR,NP0213762
OCC#C,C#CCO,NPNMR,NP0002712
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C#C[H],C#CC[C@H](N)C(=O)O,NPNMR,NP0021509
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,NPNMR,NP0334715
C1CCC=CC1,C1=CCCCC1,NPNMR,NP0236864
C1CCCC=CCC1,C1=CCCCCCC1,NPNMR,NP0279903
C1CCC(CC1)NC1CCCCC1,C1CCC(NC2CCCCC2)CC1,NPNMR,NP0146736
C1CCC(CC1)SSC1CCCCC1,C1CCC(SSC2CCCCC2)CC1,NPNMR,NP0337300
C1NCC2CCCCC12,C1CCC2CNCC2C1,NPNMR,NP0140018
[H][C@]12CN3CCCC[C@@]3([H])[C@]([H])(CN3CCCC[C@]13[H])C2,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,NPNMR,NP0068401
C1CCOC1,C1CCOC1,NPNMR,NP0001090
C1CC2NCCCN2C1,C1CNC2CCCN2C1,NPNMR,NP0046395
C1CNCCN1,C1CNCCN1,NPNMR,NP0334574
C1CO1,C1CO1,NPNMR,NP0045139
C1COCCO1,C1COCCO1,NPNMR,NP0269601
CCCCCCC(C(O)=O)C(=C)C(O)=O,C=C(C(=O)O)C(CCCCCC)C(=O)O,NPNMR,NP0155015
CC1(O)CCCC2(C)CCC(CC12)C(=C)C(O)=O,C=C(C(=O)O)C1CCC2(C)CCCC(C)(O)C2C1,NPNMR,NP0223950
COC1=CC(=O)OC1(O)C(C)=C,C=C(C)C1(O)OC(=O)C=C1OC,NPNMR,NP0220306
CC(=C)C1C2OC(=O)C1C1(O)CC3OC33C(=O)OC2C13C,C=C(C)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,NPNMR,NP0185783
CC(=C)C1CCC(=CC1)C(O)=O,C=C(C)C1CC=C(C(=O)O)CC1,NPNMR,NP0000428
CC(=C)C1CCC(CO)=CC1,C=C(C)C1CC=C(CO)CC1,NPNMR,NP0001072
CC(=C)C1CCC2(CCC3(C)C(CCC4C5(C)C(C=O)C(O)C(C)(C)C5CCC34C)C12)C(O)=O,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)C(C=O)C(O)C(C)(C)C5CCC43C)C12,NPNMR,NP0048604
CC(=C)C1CCC2(CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C12)C(O)=O,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,NPNMR,NP0045612
CC(=C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C12,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,NPNMR,NP0048112
CC(=O)OC1CCC2(C)C(CCC3(C)C2CCC2C4C(CCC4(C)CCC32C)C(C)=C)C1(C)C,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(OC(C)=O)C(C)(C)C5CCC43C)C12,NPNMR,NP0048241
CC(=C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C12,C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,NPNMR,NP0048600
CC(=C)[C@H]1CCC(=CC1)C(O)=O,C=C(C)[C@@H]1CC=C(C(=O)O)CC1,NPNMR,NP0002858
CC(=C)[C@H]1CCC(C)=CC1,C=C(C)[C@@H]1CC=C(C)CC1,NPNMR,NP0000505
CC(=C)[C@H]1CCC(CO)=CC1,C=C(C)[C@@H]1CC=C(CO)CC1,NPNMR,NP0002793
[H][C@@]12C[C@@]3(O)[C@@]4([H])C(=O)O[C@@]([H])([C@@]5([H])OC(=O)[C@]1(O2)[C@@]35C)[C@@]4([H])C(C)=C,C=C(C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C,NPNMR,NP0051949
CC(=C)[C@H]1CC=C(C)C(=O)C1,C=C(C)[C@H]1CC=C(C)C(=O)C1,NPNMR,NP0000994
CC(=C)[C@@H]1CCC(C)=CC1,C=C(C)[C@H]1CC=C(C)CC1,NPNMR,NP0000635
[H][C@@]1(CN[C@]([H])(C(O)=O)[C@@]1([H])CC(O)=O)C(C)=C,C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,NPNMR,NP0153363
CC1=CCCC2(C)OC2C2OC(=O)C(=C)C2CC1,C=C1C(=O)OC2C1CCC(C)=CCCC1(C)OC21,NPNMR,NP0147505
CC1CCCC2(C)CC3OC(=O)C(=C)C3C=C12,C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12,NPNMR,NP0137051
C[C@H]1CCC[C@]2(C)C[C@H]3OC(=O)C(=C)[C@H]3C=C12,C=C1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@H](C)C3=C[C@H]12,NPNMR,NP0059360
C[C@H]1CC[C@@H]2[C@@H](OC(=O)C2=C)[C@]2(C)C(=O)CC[C@@]12O,C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)CCC(=O)[C@@]21C,NPNMR,NP0051860
CC1=CC[C@]23O[C@@]2(C)CC[C@@H]2[C@H](OC(=O)C2=C)[C@@H]13,C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC[C@@]34O[C@@]4(C)CC[C@@H]12,NPNMR,NP0063722
CC1(C)CC[C@H](O)[C@@]2(C)[C@@H]3CC[C@@H]4[C@@H](O)[C@@]3([C@H](O)C[C@H]12)C(=O)C4=C,C=C1C(=O)[C@@]23[C@H](O)C[C@@H]4C(C)(C)CC[C@H](O)[C@@]4(C)[C@@H]2CC[C@@H]1[C@H]3O,NPNMR,NP0252312
CC1(C)C2CCC(C2)C1=C,C=C1C2CCC(C2)C1(C)C,NPNMR,NP0000202
CC12C3C(C(O)=O)C45CC(=C)C(O)(C4)CCC5C3(OC1=O)C=CC2O,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,NPNMR,NP0240502
CC1C2CCC3(C)C(O)CCC(=C)C3(O)C2OC1=O,C=C1CCC(O)C2(C)CCC3C(C)C(=O)OC3C12O,NPNMR,NP0323515
CC(C)CCCC(C)C1CCC2C(CCCC12C)=CC=C1CC(O)CCC1=C,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,NPNMR,NP0274061
CC1C2CCC3(C)C(CCC(=C)C3(O)C2OC1=O)OC(C)=O,C=C1CCC(OC(C)=O)C2(C)CCC3C(C)C(=O)OC3C12O,NPNMR,NP0300773
CC1(C)CC2C1CCC(=C)C(O)CCC2=O,C=C1CCC2C(CC2(C)C)C(=O)CCC1O,NPNMR,NP0285761
CC1=CCCC(=C)C2CC(C)(C)C2CC1,C=C1CCC=C(C)CCC2C1CC2(C)C,NPNMR,NP0317542
CC1(C)[C@@H]2C[C@H]1C(=C)CC2,C=C1CC[C@H]2C[C@@H]1C2(C)C,NPNMR,NP0044506
[H]C([H])=C1C([H])([H])C([H])([H])[C@@]2([H])O[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H],C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C,NPNMR,NP0032438
[H]O[C@]12O[C@]3(C([H])([H])[C@@]1([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(C(=C([H])[H])C2([H])[H])C([H])([H])C([H])([H])[C@]3([H])C([H])([H])[H],C=C1C[C@@]2(O)O[C@@]3(C[C@H]2C(C)C)[C@@H](C)CC[C@@H]13,NPNMR,NP0032783
COC(=O)[C@]1(C)OC(=O)[C@@H]2[C@](C)(C(=C)C[C@]3(O)[C@@]4(C)CCC(=O)C(C)(C)C4=C(O)C(=O)[C@@]23C)C1=O,C=C1C[C@]2(O)[C@@]3(C)CCC(=O)C(C)(C)C3=C(O)C(=O)[C@@]2(C)[C@@H]2C(=O)O[C@@](C)(C(=O)OC)C(=O)[C@@]12C,NPNMR,NP0066389
[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)[C@@H](O)C=C[C@@]21OC3=O,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,NPNMR,NP0002697
CC(=O)O[C@H]1CC[C@]2(C)[C@H](C[C@@H]3C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)[C@@H]2OC(C)=O)C3(C)C)C1=C,C=C1[C@@H](OC(C)=O)CC[C@]2(C)[C@@H]1C[C@@H]1C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)[C@@H]2OC(C)=O)C1(C)C,NPNMR,NP0074778
[H][C@]12CC[C@@H]3C(=C)[C@@]1(C)CCCC(C)(C)[C@]23[H],C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C,NPNMR,NP0137593
OC(=O)C=C,C=CC(=O)O,NPNMR,NP0047297
CC(O)(CCC1C(C)(O)CCC2C(C)(C)CCCC12C)C=C,C=CC(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C,NPNMR,NP0137069
CC(C)=CCCC(C)=CCCC(C)(O)C=C,C=CC(C)(O)CCC=C(C)CCC=C(C)C,NPNMR,NP0277070
CC1(C)CCC(O)C2(C)C1C(O)C(O)C1(C)OC(C)(CC(=O)C21O)C=C,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(O)C(O)C1C(C)(C)CCC(O)C12C,NPNMR,NP0296732
CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C,NPNMR,NP0143950
COC1CC(CCC1O)C=C(C)C1OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(C(CC2C)OC)C(CC(C)CC(C)=CC(CC=C)C(=O)CC(O)C1C)OC,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,NPNMR,NP0172237
NC(CSCC=C)C(O)=O,C=CCSCC(N)C(=O)O,NPNMR,NP0047937
[H][C@@]1(O[C@@H]2OC=C3C(=O)OCC=C3[C@H]2C=C)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C=C[C@@H]1C2=CCOC(=O)C2=CO[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,NPNMR,NP0051770
C[C@](O)(CC[C@H]1[C@](C)(O)CC[C@H]2C(C)(C)CCC[C@]12C)C=C,C=C[C@@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,NPNMR,NP0200302
[H][C@]1(O)CCC(C)(C)[C@]2([H])[C@]([H])(O)[C@]([H])(OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]12C)C=C,C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,NPNMR,NP0052000
[H][C@@]1(O[C@@H]2OC=C3C(=O)OCC[C@@]3(O)[C@H]2C=C)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)OCC[C@]21O,NPNMR,NP0051782
CC(=C)[C@@H]1CC[C@@](C)(C=C)[C@H](C1)C(C)=C,C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@@H]1C(=C)C,NPNMR,NP0199808
CC(=C)[C@@H]1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C,C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C,NPNMR,NP0045066
CC,CC,NPNMR,NP0001507
CC(C)C(=O)C(C)=O,CC(=O)C(=O)C(C)C,NPNMR,NP0047281
CC(C)CC(=O)C(C)=O,CC(=O)C(=O)CC(C)C,NPNMR,NP0047288
CC(=O)C(O)=O,CC(=O)C(=O)O,NPNMR,NP0000944
CC(=O)C(=O)[C@@H](O)CO,CC(=O)C(=O)[C@@H](O)CO,NPNMR,NP0179450
CC(=O)C(C)(C)O,CC(=O)C(C)(C)O,NPNMR,NP0262426
CC(C)C(C)=O,CC(=O)C(C)C,NPNMR,NP0046968
CC(=O)C1=CCCCC1,CC(=O)C1=CCCCC1,NPNMR,NP0275855
CC(=O)C1CCCN1,CC(=O)C1CCCN1,NPNMR,NP0336838
CC(=O)C=O,CC(=O)C=O,NPNMR,NP0047295
CC(=O)CC(O)=O,CC(=O)CC(=O)O,NPNMR,NP0001129
CC(=O)CC([O-])=O,CC(=O)CC(=O)[O-],NPNMR,NP0044224
CC(=O)CC(C)(C)O,CC(=O)CC(C)(C)O,NPNMR,NP0045135
CC(=O)CC(C)=O,CC(=O)CC(C)=O,NPNMR,NP0047298
CC(=O)CC1CCCN1,CC(=O)CC1CCCN1,NPNMR,NP0046981
CC(=O)CCC(O)=O,CC(=O)CCC(=O)O,NPNMR,NP0001141
CC(=O)CCC(C)=O,CC(=O)CCC(C)=O,NPNMR,NP0269136
CC(C)CCCC(C)=O,CC(=O)CCCC(C)C,NPNMR,NP0083826
CC(=O)CCCC=O,CC(=O)CCCC=O,NPNMR,NP0336904
CC(=O)CCO,CC(=O)CCO,NPNMR,NP0296180
CC(=O)CN1CCCC1,CC(=O)CN1CCCC1,NPNMR,NP0337431
CC(=O)COC(C)=O,CC(=O)COC(C)=O,NPNMR,NP0047977
[H][C@]1(CCCN1C(C)=O)C(O)=O,CC(=O)N1CCC[C@H]1C(=O)O,NPNMR,NP0084238
CC(=O)NC(CCC(N)=O)C(O)=O,CC(=O)NC(CCC(N)=O)C(=O)O,NPNMR,NP0179093
[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],CC(=O)NCC(C)C,NPNMR,NP0017301
[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],CC(=O)NCCC(C)C,NPNMR,NP0017304
CC(=O)NCCC=O,CC(=O)NCCC=O,NPNMR,NP0338677
CC(=O)NCCCC=O,CC(=O)NCCCC=O,NPNMR,NP0087156
[H]C(=O)[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@H](O)CO,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,NPNMR,NP0227429
CC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(O)=O,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,NPNMR,NP0000671
CC(C)C[C@H](NC(C)=O)C(O)=O,CC(=O)N[C@@H](CC(C)C)C(=O)O,NPNMR,NP0091584
CC(=O)N[C@@H](CCC(N)=O)C(O)=O,CC(=O)N[C@@H](CCC(N)=O)C(=O)O,NPNMR,NP0000060
CC(=O)N[C@@H](CS)C(O)=O,CC(=O)N[C@@H](CS)C(=O)O,NPNMR,NP0001180
[H][C@]1(O[C@@](O)(C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](O)(C(=O)O)C[C@@H]1O,NPNMR,NP0000585
CC(C)OC(C)=O,CC(=O)OC(C)C,NPNMR,NP0046129
CC(C[N+](C)(C)C)OC(C)=O,CC(=O)OC(C)C[N+](C)(C)C,NPNMR,NP0248909
CC(=O)OC1C2CCC3C1(CC2(C)O)CC(O)C1(O)C(CC(O)C1(C)C)C3(C)O,CC(=O)OC1C2CCC3C(C)(O)C4CC(O)C(C)(C)C4(O)C(O)CC13CC2(C)O,NPNMR,NP0298894
CC1OC(CC(O)C1OC1CC(O)C(OC2CC(OC(C)=O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1)OC1CCC2(C)C(CCC3C2CC(O)C2(C)C(CCC32O)C2=CC(=O)OC2)C1,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,NPNMR,NP0137276
CC1CC2(OC(O)C3(C)OC23)OC2CC3(C)C4CCC5C6(CC46CC(OC(C)=O)C3(C)C12)CCC(OC1OCC(O)C(O)C1O)C5(C)C,CC(=O)OC1CC23CC24CCC(OC2OCC(O)C(O)C2O)C(C)(C)C4CCC3C2(C)CC3OC4(CC(C)C3C12C)OC(O)C1(C)OC41,NPNMR,NP0137178
CC1CCC23CCC4(C)C(OC2=O)(C2OC2C2C5(C)CCC(OC(C)=O)C(C)(C)C5CCC42C)C3C1C,CC(=O)OC1CCC2(C)C(CCC3(C)C2C2OC2C24OC(=O)C5(CCC(C)C(C)C52)CCC34C)C1(C)C,NPNMR,NP0252168
CC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(CCC32C)C(O)=O)C1(C)C,CC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(C(=O)O)CCC23C)C1(C)C,NPNMR,NP0137165
CC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(C)CCC32C)C1(C)C,CC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(C)CCC23C)C1(C)C,NPNMR,NP0046357
CC1CCC23CCC4(C)C(CCC5C6(C)CCC(OC(C)=O)C(C)(C)C6CCC45C)(OC2=O)C3C1C,CC(=O)OC1CCC2(C)C(CCC3(C)C2CCC24OC(=O)C5(CCC(C)C(C)C52)CCC34C)C1(C)C,NPNMR,NP0308086
CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC(C)=O)OC11CCC(C)CO1,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C3CC3OC4(CCC(C)CO4)C(C)C32)C1,NPNMR,NP0143670
CC(CCC=C(C)C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(OC(C)=O)C(C)(C)C1CC3,CC(=O)OC1CCC2(C)C3=C(CCC2C1(C)C)C1(C)CCC(C(C)CCC=C(C)C)C1(C)CC3,NPNMR,NP0176744
CC1CCCC(C1)OC(C)=O,CC(=O)OC1CCCC(C)C1,NPNMR,NP0265023
CC1OC(OC2C(O)C(O)COC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C)C(O)=O)C2(C)CO)C(O)C(OC2OCC(OC(C)=O)C(OC(C)=O)C2O)C1O,CC(=O)OC1COC(OC2C(O)C(C)OC(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CCC7(C(=O)O)CCC56C)C4(C)CO)OCC(O)C3O)C2O)C(O)C1OC(C)=O,NPNMR,NP0315409
[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@]([H])(O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,NPNMR,NP0233609
[H]C([H])([H])C(=O)OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],CC(=O)OCC(C)C,NPNMR,NP0001070
[H][C@@]1(N)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H],CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,NPNMR,NP0144029
CC(=O)OC[C@@H](O)CO,CC(=O)OC[C@@H](O)CO,NPNMR,NP0339012
CC(=O)OC[C@H](N)C(O)=O,CC(=O)OC[C@H](N)C(=O)O,NPNMR,NP0000254
[H][C@]1(COC(C)=O)O[C@@](COC(C)=O)(O[C@@]2([H])O[C@]([H])(COC(C)=O)[C@@]([H])(OC(C)=O)[C@]([H])(OC(C)=O)[C@@]2([H])OC(C)=O)[C@@]([H])(OC(C)=O)[C@]1([H])OC(C)=O,CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,NPNMR,NP0173920
CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@]11CO1,CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@]12CO2,NPNMR,NP0051795
C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)CC[C@@H](OC(C)=O)[C@@](C)(C5CC[C@@]34C)C(O)=O)[C@@H]2[C@H]1C,CC(=O)O[C@@H]1CC[C@@]2(C)C(CC[C@]3(C)C2C(=O)C=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O,NPNMR,NP0336090
[H]OC(=O)[C@@]1(C([H])([H])[H])[C@]([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@@]3([H])C(=O)C([H])=C4[C@]5([H])[C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]5(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]4(C([H])([H])[H])[C@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H],CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O,NPNMR,NP0030255
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,NPNMR,NP0233040
CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](OC(=O)[C@H]4O[C@@]34[C@]12C)C1CCOC1,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@H](C4CCOC4)OC(=O)[C@H]4O[C@]43[C@@]21C,NPNMR,NP0217576
[H][C@@]12CC[C@]3(C)[C@]([H])(CC=C4[C@]5([H])[C@@H](C)[C@H](C)CC[C@@]5(CC[C@@]34C)C(O)=O)[C@@]1(C)CC[C@H](OC(C)=O)C2(C)C,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,NPNMR,NP0262733
[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,NPNMR,NP0046859
C[C@@H](O)C(C)=O,CC(=O)[C@@H](C)O,NPNMR,NP0287401
[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,NPNMR,NP0000122
[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,NPNMR,NP0000699
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,NPNMR,NP0000819
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])[C@]([H])(O)C[C@]12C)C(C)=O,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,NPNMR,NP0002775
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,NPNMR,NP0086789
CC(C)(C)C,CC(C)(C)C,NPNMR,NP0334830
CC(C)(C)O,CC(C)(C)O,NPNMR,NP0045172
CC(C)(CC(O)=O)CC(O)=O,CC(C)(CC(=O)O)CC(=O)O,NPNMR,NP0086975
CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,NPNMR,NP0000744
CC(C)(N)C(O)=O,CC(C)(N)C(=O)O,NPNMR,NP0000325
CC(C)(N)[C@@H](O)C(O)=O,CC(C)(N)[C@@H](O)C(=O)O,NPNMR,NP0145599
CC(C)(O)C(C)(C)O,CC(C)(O)C(C)(C)O,NPNMR,NP0184615
CC(C)(O)C1C2OC(=O)C1C1(O)CC3OC33C(=O)OC2C13C,CC(C)(O)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,NPNMR,NP0219430
CC(C)(O)C1CCC(C)(O1)C1C(O)CC2(C)C3CC(OC4OC(CO)C(O)C(O)C4O)C4C5(CC35CCC12C)CCC(OC1OCC(O)C(O)C1O)C4(C)C,CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CC(OC5OC(CO)C(O)C(O)C5O)C5C(C)(C)C(OC6OCC(O)C(O)C6O)CCC56CC46CCC23C)O1,NPNMR,NP0137148
CC(C)(O)CC(O)=O,CC(C)(O)CC(=O)O,NPNMR,NP0001323
